State,group,population,life expectancy,income
Mississippi,White,1646592,75.23954144983946,59417.27425130209
Missouri,Asian,113475,86.99582764669691,79393.30256884776
Missouri,Black,679937,70.86487391972909,39885.81061921913
Missouri,Hispanic,223176,86.88824655069239,54178.20083700757
Missouri,White,3538085,77.73714692202941,67352.38784907655
Montana,Asian,4381,93.03022352553938,72004.82606710796
Montana,Black,2274,68.06371981881793,44951.77308707124
Montana,Hispanic,30899,82.83141683898498,49622.043528916794
Montana,White,665698,79.39439325178091,61243.041943944554
Nebraska,Asian,45321,86.67183973053191,68646.67443348559
Nebraska,Black,86048,73.70453251758411,36623.671381089625
Nebraska,Hispanic,192273,85.7483861458436,53663.65646762676
Nebraska,White,1046859,79.20575081648545,70533.87682295324
Nevada,Asian,275317,84.2691607202288,70996.65964687978
Nevada,Black,291517,73.78196990327865,41934.93042258256
Nevada,Hispanic,918365,84.13080948428596,53897.646145051265
Nevada,White,1459554,76.9729041185058,69476.3000101401
New Hampshire,Asian,35135,91.44393714247367,81073.08686494948
New Hampshire,Black,17729,81.34579043700457,61406.26831744599
New Hampshire,Hispanic,52463,89.51778786510185,67246.57958942493
New Hampshire,White,974747,79.45305271694765,84189.7658612953
New Jersey,Asian,906666,88.74045441555815,127601.72172111893
New Jersey,Black,1152893,74.47326398690885,57180.27821142119
New Jersey,Hispanic,1874656,82.75222160471445,61782.63181405015
New Jersey,White,4803376,79.31471979973833,98254.71869784918
New Mexico,Asian,28890,87.30317447559267,64083.94409830391
New Mexico,Black,32314,73.87448424204634,44050.37503868293
New Mexico,Hispanic,1034962,77.39613194882448,45347.68594016012
New Mexico,White,760144,78.29667266569051,61772.82116020123
New York,Asian,1761374,87.71394426685806,83060.22082703617
New York,Black,2759848,77.0576619692367,55479.205720387494
New York,Hispanic,3720526,82.37373290251045,56756.31603112035
New York,White,10276213,80.59216095995909,87251.95039456655
North Carolina,Asian,321732,87.96967491657335,96137.20925801598
North Carolina,Black,2244897,74.71718157116953,41559.62308382078
North Carolina,Hispanic,986873,87.65681399572738,46808.41745695749
North Carolina,White,6370831,78.16451985790614,67013.32877327935
North Dakota,Asian,8125,83.26133251221466,59491.18966153847
North Dakota,Black,11590,78.614722525,28818.0
North Dakota,Hispanic,17967,83.14627398628768,39296.84204374687
North Dakota,White,421722,79.83111211890531,71241.02461337089
Ohio,Asian,279644,87.08258565682523,82324.70165639171
Ohio,Black,1463612,72.47939793609487,36495.16405030841
Ohio,Hispanic,446228,87.51145522992718,47629.86390813664
Ohio,White,7767884,77.04632265784227,65386.75959592084
Oklahoma,Asian,79900,84.60855728567545,64130.66453066333
Oklahoma,Black,269736,72.75653555565259,37658.91526529643
Oklahoma,Hispanic,414470,82.46271045429025,47055.06762612493
Oklahoma,White,2456709,75.95870407497219,59187.05569279878
Oregon,Asian,198927,86.02904727317716,89449.8737426292
Oregon,Black,73313,76.32924421565073,45776.481974547496
Oregon,Hispanic,572655,85.59745725570303,55805.122356392596
Oregon,White,3075397,79.42894391967509,69285.497502924
Pennsylvania,Asian,476813,87.64648034213923,81419.86506240391
Pennsylvania,Black,1366863,72.97085777192143,41856.724422272026
Pennsylvania,Hispanic,1005115,81.58719655360872,46783.974256677095
Pennsylvania,White,8704506,78.55889614960215,72279.5275810023
Rhode Island,Asian,37728,85.55392202604226,83990.80139419
Rhode Island,Black,64260,80.74472595070912,48934.50043572985
Rhode Island,Hispanic,174876,88.00875504870736,45615.01406139207
Rhode Island,White,706188,78.91906022024905,76413.2343908421
South Carolina,Asian,89225,89.16150665688866,76436.76059400392
South Carolina,Black,1369111,73.43866170835986,37275.04270800541
South Carolina,Hispanic,286639,86.2833005021914,47715.97129490403
South Carolina,White,3315355,77.13764607955748,65242.054436704355
South Dakota,Asian,7917,77.57755985403234,54731.223190602504
South Dakota,Black,12677,74.716482918,50548.0
South Dakota,Hispanic,17137,79.89840760221969,44238.31960086363
South Dakota,White,291223,78.90956842376157,64998.808387386984
Tennessee,Asian,112594,86.1729106721138,84841.03486864308
Tennessee,Black,1121128,72.25588882688685,40951.99133194426
Tennessee,Hispanic,350321,86.96303501655747,48465.834269141735
Tennessee,White,4114528,76.21908931930763,65061.743454413234
Texas,Asian,1532939,87.77189941016988,95301.09213478162
Texas,Black,3526172,74.80431692121346,50355.462373644856
Texas,Hispanic,11486593,80.9517826973829,52270.73250562634
Texas,White,11785187,78.0411557711981,80523.6942975958
Utah,Asian,79524,81.83653993902547,76900.8761757457
Utah,Black,34117,75.31353671486102,47291.17985168684
Utah,Hispanic,461463,82.45794933735971,58285.16828001378
Utah,White,2410200,79.68535882462533,78924.97492905152
Vermont,Asian,7957,85.532515569,50625.0
Vermont,Black,3940,77.448706144,36310.0
Vermont,Hispanic,4204,90.827089867,56738.0
Vermont,White,144343,81.750002189,79772.0
Virginia,Asian,577964,88.87418480450248,116871.53302454822
Virginia,Black,1614155,75.94778185388664,58419.51346555939
Virginia,Hispanic,779862,87.3526716278318,75797.04819314188
Virginia,White,4667727,79.89053092035935,93896.1875407452
Washington,Asian,741326,86.76608056652601,104056.69719799385
Washington,Black,299080,77.67841213115001,56384.02247224824
Washington,Hispanic,1016342,84.1793099642445,59692.535805860636
Washington,White,4979516,79.90228755308704,82109.93955356305
West Virginia,Asian,1912,86.579423535,82264.0
West Virginia,Black,48910,71.18420410899253,35692.39957063996
West Virginia,Hispanic,11917,88.91130060967089,70314.86968196694
West Virginia,White,723930,74.05871137164795,53039.03533076402
Wisconsin,Asian,161308,83.2595535264184,74638.06455972425
Wisconsin,Black,351471,70.72546538492227,32899.48599457708
Wisconsin,Hispanic,387699,83.3071248128945,49645.53853633876
Wisconsin,White,3732756,79.53549955624918,70207.18329218411
Wyoming,Black,2180,76.423017175,109688.0
Wyoming,Hispanic,45224,79.092652967825,58531.81770741199
Wyoming,White,310845,77.57387658842549,68043.24407662984
