population,percentage,life expectancy,income,group
2441,14.586196594,70.301066437,15804.0,AIAN
336,2.0077681506,,,Asian
168,1.0038840753,,,Black
8341,49.841649238,77.028003007,33208.0,Hispanic
5650,33.761577532,75.96432512,43811.0,White
2447,7.4524135831,74.213808574,30606.0,AIAN
353,1.0750723314,,,Asian
159,0.4842393787,,,Black
18689,56.917922948,77.761666543,33382.0,Hispanic
11636,35.437795036,83.517939814,44091.0,White
657,4.2139695978,,,AIAN
96,0.6157398499,,,Asian
210,1.3469309217,,,Black
6831,43.813738695,76.565081287,30824.0,Hispanic
7872,50.490667693,77.41006165,39755.0,White
139,3.3754249636,,,AIAN
28,0.6799417193,,,Asian
78,1.8941233609,,,Black
1755,42.617775619,81.37329388,28676.0,Hispanic
2151,52.23409422,82.445484403,46667.0,White
4749,6.2114157162,83.466105738,34844.0,AIAN
633,0.8279271738,,95735.0,Asian
767,1.003191378,,34615.0,Black
46654,61.020717798,78.017674436,39504.0,Hispanic
24723,32.336245684,76.820752741,51909.0,White
911,0.2966296232,,46902.0,AIAN
20834,6.7837338864,90.617458522,81778.0,Asian
39292,12.793821247,77.1037016,32005.0,Black
18737,6.100932218,85.578091866,38522.0,Hispanic
220533,71.807487049,80.301883832,73077.0,White
147,0.3166056429,,34239.0,AIAN
601,1.2944217101,,,Asian
593,1.277191471,,41406.0,Black
779,1.6777945294,,19141.0,Hispanic
43781,94.294637088,,47271.0,White
41726,2.9135582474,142.30582301,30884.0,AIAN
64447,4.5000740155,91.200285222,52028.0,Asian
418506,29.222585628,79.026673582,40681.0,Black
807228,56.365474691,83.030932432,32257.0,Hispanic
130764,9.130722587,78.455668155,62230.0,White
514,0.2681846404,,18534.0,AIAN
8485,4.4271336071,99.359462875,40927.0,Asian
10483,5.4696100888,75.155655297,22036.0,Black
8321,4.3415649669,84.967341159,29909.0,Hispanic
159071,82.996885093,78.727215173,53621.0,White
2726,3.547631442,72.98754618,28625.0,AIAN
670,0.871941697,,66316.0,Asian
1059,1.3781884435,,,Black
1632,2.1238938053,,34375.0,Hispanic
69458,90.393024466,77.897071182,48269.0,White
360,0.4666537041,,41875.0,AIAN
499,0.6468338842,,94464.0,Asian
3059,3.9652602243,88.610966935,29821.0,Black
2348,3.0436191587,90.192482598,33125.0,Hispanic
69454,90.030462117,79.376028636,57605.0,White
912,0.7128397127,,,AIAN
871,0.6807931905,,,Asian
2736,2.138519138,73.451049091,19898.0,Black
10005,7.8201330321,75.475807085,22873.0,Hispanic
111462,87.1212062,77.511780862,47213.0,White
294,0.3489448572,,,AIAN
1260,1.4954779595,,120729.0,Asian
5077,6.025826667,75.695727397,29871.0,Black
2683,3.1844185439,87.788723899,23167.0,Hispanic
72612,86.182258409,77.11587605,54541.0,White
198,0.4165264221,,86034.0,AIAN
309,0.6500336587,,,Asian
424,0.8919555705,,71613.0,Black
1062,2.2340962639,,69375.0,Hispanic
44955,94.570430831,,50290.0,White
329,0.4077080364,,,AIAN
1177,1.4585785984,,40729.0,Asian
3264,4.0448602763,79.057948722,50208.0,Black
2402,2.9766404362,91.0606916,57019.0,Hispanic
72470,89.807299089,79.239203096,55525.0,White
197,0.3287936444,,103750.0,AIAN
1176,1.962747847,,52426.0,Asian
2802,4.676547166,77.19213584,36029.0,Black
2909,4.8551305161,82.886429455,56250.0,Hispanic
51736,86.347553241,79.706243554,64987.0,White
171,0.357568534,,,AIAN
539,1.1270727474,,,Asian
800,1.6728352466,,,Black
1310,2.7392677164,,32841.0,Hispanic
44222,92.470150346,,55240.0,White
166,0.3728075101,,31375.0,AIAN
463,1.0398185371,,55469.0,Asian
766,1.7203045343,,25658.0,Black
1777,3.9908370202,87.223689312,39732.0,Hispanic
40928,91.917263683,79.135106228,49285.0,White
1368,0.465752865,,68977.0,AIAN
11138,3.7920726683,93.112633982,123918.0,Asian
30698,10.451521527,78.696465994,50765.0,Black
36670,12.484764298,85.399618486,63255.0,Hispanic
209066,71.17915824,80.247073876,81752.0,White
6890,0.7491418575,75.180883972,24135.0,AIAN
34265,3.7255944479,89.304956337,50505.0,Asian
120415,13.092585888,73.64992771,30686.0,Black
52409,5.6983709155,83.642587116,28629.0,Hispanic
691721,75.210036979,79.039088467,63342.0,White
196,0.5254691689,,,AIAN
293,0.7855227882,,51250.0,Asian
867,2.3243967828,,,Black
1122,3.0080428954,,,Hispanic
34423,92.286863271,,56676.0,White
3814,7.5835603364,79.441590919,46747.0,AIAN
238,0.4732268904,,175313.0,Asian
2824,5.6150955401,85.355230741,,Black
1805,3.5889686437,98.368820631,46354.0,Hispanic
41105,81.731056012,78.907613286,52509.0,White
161,0.3004235786,,,AIAN
373,0.6960123901,,77500.0,Asian
1063,1.9835420127,,,Black
1731,3.230019966,,26373.0,Hispanic
49564,92.485678565,,50449.0,White
665,1.1563005338,,43971.0,AIAN
380,0.6607431622,,159196.0,Asian
1588,2.7612108988,72.868901706,28750.0,Black
1952,3.3941332962,100.44203849,31926.0,Hispanic
51966,90.358366226,78.347460922,62709.0,White
216,0.4548230191,,,AIAN
615,1.2949822072,,98462.0,Asian
2652,5.5842159567,75.741391414,64026.0,Black
2871,6.0453559622,84.677138235,41641.0,Hispanic
40357,84.978206397,78.445710178,53579.0,White
14,0.3157419937,,,AIAN
35,0.7893549842,,,Asian
42,0.9472259811,,,Black
76,1.7140279657,,,Hispanic
4204,94.812810104,,,White
206,0.3331554348,,,AIAN
357,0.577361603,,,Asian
748,1.2097100254,,,Black
1377,2.2269661831,,58005.0,Hispanic
58400,94.447948506,,52386.0,White
732,0.6550042504,,43977.0,AIAN
1877,1.6795669098,89.838910396,45509.0,Asian
6946,6.2153818621,85.165975607,50945.0,Black
8701,7.7857813968,84.557001072,45430.0,Hispanic
90776,81.227685562,78.405063605,53460.0,White
23841,0.9230572666,137.45239629,43401.0,AIAN
327010,12.66091845,88.604103658,60756.0,Asian
773541,29.949357875,81.396484893,45326.0,Black
492700,19.075974803,83.375911468,40539.0,Hispanic
940818,36.425858458,83.33438591,77250.0,White
90,0.340303248,,73500.0,AIAN
115,0.434831928,,35583.0,Asian
172,0.6503573184,,,Black
473,1.7884826256,,38929.0,Hispanic
25333,95.787802019,,52791.0,White
234,0.3700950543,,41471.0,AIAN
859,1.358596802,,59583.0,Asian
1602,2.5337276796,80.891874868,21333.0,Black
2310,3.6535024594,96.548642953,44531.0,Hispanic
57374,90.742878833,79.75870375,57130.0,White
533,0.7528780281,,48152.0,AIAN
638,0.9011935871,,110625.0,Asian
1174,1.6583092026,,63500.0,Black
1654,2.3363231867,,75208.0,Hispanic
65870,93.043294018,,60005.0,White
3079,0.414694656,88.6677101,26174.0,AIAN
27572,3.7135307095,89.692702217,62159.0,Asian
108599,14.626640125,75.472391609,30034.0,Black
67064,9.0325048419,81.206542204,31331.0,Hispanic
521782,70.276130881,80.632656725,66410.0,White
301,0.6086341118,,,AIAN
447,0.9038519867,,35982.0,Asian
1008,2.0382165605,,35517.0,Black
7369,14.900414518,81.431679843,26819.0,Hispanic
39816,80.50955414,77.313169531,49543.0,White
7375,0.5429409214,,64260.0,AIAN
141953,10.450453236,90.644843366,134979.0,Asian
158018,11.633144206,81.435813996,94498.0,Black
234061,17.231362034,88.126228631,85256.0,Hispanic
805957,59.333835416,82.342533261,117594.0,White
19200,1.1788535772,,41650.0,AIAN
208760,12.817576707,89.435030348,79838.0,Asian
202883,12.456736995,77.032171017,35596.0,Black
421022,25.850171394,85.620262128,37966.0,Hispanic
765212,46.982963724,87.185307296,122852.0,White
2384,1.1329021589,76.993687926,38456.0,AIAN
2323,1.10391431,88.465030725,39044.0,Asian
14796,7.0312165868,72.769042575,26330.0,Black
6562,3.1183322007,80.431346591,31758.0,Hispanic
179555,85.326445947,78.060408004,57741.0,White
799,0.3480313795,,36576.0,AIAN
9553,4.1611311238,82.809770641,35767.0,Asian
14052,6.1208222078,74.646833664,27389.0,Black
13916,6.0615828241,82.576655231,27135.0,Hispanic
187252,81.563919731,78.617656826,56959.0,White
4295,0.930038176,78.901779476,39747.0,AIAN
17930,3.8825575075,87.506729862,46613.0,Asian
50385,10.910354714,74.461328907,31623.0,Black
23428,5.0730929887,83.293815867,36629.0,Hispanic
353879,76.628866046,80.116751168,65511.0,White
400,0.364086507,,75850.0,AIAN
1444,1.3143522901,,85905.0,Asian
2479,2.2564261268,76.627037524,32037.0,Black
5517,5.0216631472,82.14307828,35773.0,Hispanic
98515,89.669955581,79.63294692,65262.0,White
3232,0.8461818401,,67917.0,AIAN
11260,2.9480221285,92.704261642,95757.0,Asian
39714,10.397668811,78.154279277,66549.0,Black
80031,20.953211276,85.476840254,64366.0,Hispanic
242727,63.549251082,79.712720634,81929.0,White
323,0.7953314291,,,AIAN
241,0.5934206638,,108000.0,Asian
2412,5.9391312912,82.294292549,45938.0,Black
2008,4.9443514232,86.320017943,22475.0,Hispanic
35026,86.245444696,77.090752119,52935.0,White
566,0.4800759979,,,AIAN
789,0.6692225483,,63875.0,Asian
1133,0.9610001866,,,Black
3158,2.6785865748,86.523532065,24792.0,Hispanic
110669,93.868428642,77.959648384,54257.0,White
153,0.2560712313,,53125.0,AIAN
884,1.4795226698,,53750.0,Asian
1218,2.0385278415,,42772.0,Black
2268,3.7958794289,95.288760661,51146.0,Hispanic
54434,91.104453631,79.568814606,53310.0,White
445,0.4499858431,,55739.0,AIAN
2236,2.2610524613,106.86408567,122083.0,Asian
2746,2.7767665736,84.484787541,98875.0,Black
15645,15.8202888,97.649033159,77240.0,Hispanic
76994,77.856651701,82.04991897,105244.0,White
30186,1.3245829358,157.94288581,52410.0,AIAN
611274,26.823133556,89.58796055,62230.0,Asian
409233,17.957432207,81.479930777,66562.0,Black
639612,28.066624951,88.446771377,57281.0,Hispanic
570351,25.0274035,81.843347502,74157.0,White
546,0.3424442744,,33450.0,AIAN
4453,2.7928651171,90.96349634,65538.0,Asian
11064,6.9392004616,75.278778223,31610.0,Black
8342,5.2319965881,81.057752963,36953.0,Hispanic
131961,82.764265375,79.339781082,69445.0,White
3063,0.6432455022,,70294.0,AIAN
48485,10.182095388,88.282746668,80016.0,Asian
44914,9.4321673152,79.835810525,46065.0,Black
88888,18.666929873,84.341939464,58677.0,Hispanic
287113,60.295183114,81.148377358,88906.0,White
1754,0.5385406592,,150341.0,AIAN
20488,6.2905479052,96.494667017,119367.0,Asian
37139,11.402999739,83.997923297,76649.0,Black
58839,18.065674941,86.13135201,67301.0,Hispanic
204650,62.834860836,82.386005255,95630.0,White
1076,0.9958629115,,,AIAN
1231,1.1393190001,,48583.0,Asian
2471,2.2869677085,81.055508016,75500.0,Black
2585,2.3924773478,,56042.0,Hispanic
99323,91.925736022,78.973398956,49317.0,White
546,0.2372231853,,108125.0,AIAN
6795,2.9522555754,100.3204712,104057.0,Asian
3996,1.7361608947,83.924952782,68675.0,Black
7719,3.3537101967,91.66795019,87311.0,Hispanic
207433,90.124390106,80.781734671,79828.0,White
1101,0.7087222401,,54135.0,AIAN
7636,4.91535243,84.178480847,66726.0,Asian
16816,10.824589636,75.343615243,31813.0,Black
11448,7.3691663985,84.504698343,40604.0,Hispanic
113659,73.163179916,79.085306543,69733.0,White
88,0.282985497,,,AIAN
244,0.7846416053,,96429.0,Asian
397,1.2766504808,,63750.0,Black
1040,3.3443740554,,63438.0,Hispanic
28936,93.050776602,,53701.0,White
70,0.390799464,,44643.0,AIAN
113,0.630861992,,,Asian
171,0.9546672622,,,Black
334,1.8646717285,,,Hispanic
16997,94.89169272,,51444.0,White
174,0.5072886297,,,AIAN
280,0.8163265306,,,Asian
1690,4.9271137026,82.930001263,36094.0,Black
1206,3.5160349854,,35172.0,Hispanic
30452,88.781341108,77.159250959,55968.0,White
297,0.3100338219,,37813.0,AIAN
1481,1.5459935697,,95446.0,Asian
1426,1.488579899,81.438676569,45045.0,Black
1629,1.7004885381,,58125.0,Hispanic
89671,93.606204852,78.579442776,51375.0,White
9090,0.6137359369,93.944291137,77232.0,AIAN
62052,4.1896086201,90.015550292,106250.0,Asian
109489,7.3924459841,78.503780377,76115.0,Black
292890,19.775260568,86.122059411,81481.0,Hispanic
995152,67.190378997,80.298447549,101100.0,White
566,0.7496887335,,63300.0,AIAN
1313,1.7391189171,,95625.0,Asian
6162,8.1618056107,77.618891336,40198.0,Black
12549,16.621632361,83.696016342,41589.0,Hispanic
53781,71.234999603,77.20779598,60099.0,White
126,0.2594728171,,90265.0,AIAN
388,0.7990115321,,37629.0,Asian
421,0.8669686985,,71477.0,Black
1043,2.1478583196,,65556.0,Hispanic
45991,94.709637562,,61033.0,White
480,0.4669578668,,90313.0,AIAN
10900,10.603834891,92.113059934,31236.0,Asian
4090,3.9788701565,77.124620782,29674.0,Black
5472,5.3233196813,109.65697946,40216.0,Hispanic
79143,76.992596772,80.274697147,64672.0,White
797,0.4462510988,,,AIAN
3706,2.0750396139,90.861714947,64554.0,Asian
10850,6.0750620104,78.705316613,32085.0,Black
18785,10.517976025,85.967137633,47837.0,Hispanic
140911,78.897978152,79.465757008,66386.0,White
200,0.3112113903,,45476.0,AIAN
587,0.9134054306,,61653.0,Asian
776,1.2075001945,,74028.0,Black
1741,2.7090951529,,,Hispanic
60116,93.543919707,,60239.0,White
201,0.3284474729,,,AIAN
342,0.5588509241,,83224.0,Asian
1799,2.9396865859,77.32683073,,Black
1744,2.8498128993,90.583307083,42679.0,Hispanic
56483,92.297008023,78.427825366,54032.0,White
375,0.4163705809,,52159.0,AIAN
627,0.6961716113,,89205.0,Asian
2524,2.80245159,73.083674619,27692.0,Black
4029,4.4734855214,97.053526891,50195.0,Hispanic
80904,89.82945461,78.685368731,56222.0,White
9255,0.9564784232,,56745.0,AIAN
62271,6.4355340777,93.198554354,127005.0,Asian
133572,13.804293456,80.93917301,59181.0,Black
243261,25.14034551,89.177723778,59511.0,Hispanic
513687,53.088117965,83.279582169,115687.0,White
178,0.4440563802,,,AIAN
226,0.5638019209,,,Asian
2052,5.119121866,80.92436891,47639.0,Black
1307,3.260571286,,36250.0,Hispanic
36037,89.901459399,78.301500196,58194.0,White
82,0.3300994324,,,AIAN
205,0.825248581,,33438.0,Asian
220,0.8856326235,,,Black
574,2.3106960267,,,Hispanic
23532,94.73048589,,55069.0,White
2373,1.4257732702,,40583.0,AIAN
2939,1.765843928,92.329564061,61818.0,Asian
33111,19.894133481,74.879850525,34545.0,Black
21499,12.917277512,87.810011691,38366.0,Hispanic
105484,63.378115312,77.474128405,52576.0,White
199,0.5327550665,,,AIAN
386,1.0333841994,,67969.0,Asian
2145,5.7425106417,74.6550239,33021.0,Black
1801,4.8215672101,100.84643347,40057.0,Hispanic
32336,86.568682569,77.160862702,46505.0,White
64,0.5734253203,,,AIAN
93,0.8332586686,,,Asian
174,1.5590000896,,38325.0,Black
1109,9.9363856285,,25625.0,Hispanic
9643,86.399068184,,38262.0,White
239,0.9607267757,,,AIAN
366,1.4712384934,,77569.0,Asian
11996,48.221248543,72.882389158,28629.0,Black
1074,4.3172408249,,34468.0,Hispanic
10991,44.181372352,75.448600934,49877.0,White
115,0.4242133609,,,AIAN
152,0.5606993987,,74048.0,Asian
201,0.7414511786,,80750.0,Black
1406,5.1864694382,,28025.0,Hispanic
25000,92.220295843,,41348.0,White
107,0.6112539274,,42917.0,AIAN
97,0.5541273922,,,Asian
773,4.4158811768,,,Black
909,5.1928020566,,18393.0,Hispanic
15484,88.454727221,,39381.0,White
500,1.0620446484,,,AIAN
258,0.5480150386,,,Asian
11463,24.348435608,73.221357355,25743.0,Black
3769,8.0056925593,,26260.0,Hispanic
30911,65.657724251,76.28006565,53960.0,White
131,0.6885314832,,63986.0,AIAN
151,0.7936507937,,98333.0,Asian
11554,60.727425628,76.265314943,27111.0,Black
426,2.2390413119,,32000.0,Hispanic
6605,34.715652265,76.879209307,50224.0,White
1004,3.0250075324,,46458.0,AIAN
116,0.3495028623,,,Asian
11122,33.510093402,71.924411737,22552.0,Black
2574,7.7553479964,104.90513675,28842.0,Hispanic
18180,54.7755348,76.223774422,43245.0,White
1139,0.8329433101,,40926.0,AIAN
1083,0.7919908735,,76111.0,Asian
13699,10.01798982,76.908804524,34629.0,Black
6664,4.8733399637,89.303059566,41481.0,Hispanic
112265,82.098666121,78.435799714,57704.0,White
1344,0.5187126355,,60809.0,AIAN
3719,1.4353365264,94.984087909,56364.0,Asian
15624,6.0300343879,74.615934174,33346.0,Black
17326,6.6869160141,89.872458426,30860.0,Hispanic
216363,83.504629433,78.597547143,52811.0,White
829,0.9172180301,,43529.0,AIAN
3365,3.7230864553,82.160293036,48750.0,Asian
6027,6.6683631697,76.417595272,31992.0,Black
5648,6.2490318869,99.094198718,29868.0,Hispanic
73587,81.417760173,76.079536464,44811.0,White
1507,0.7130622403,,110056.0,AIAN
9251,4.3772652857,85.308668291,125556.0,Asian
38046,18.00210086,76.860368701,49167.0,Black
22786,10.781576781,87.407986706,46933.0,Hispanic
136604,64.636466012,78.360892352,69122.0,White
523,0.6375793927,,24900.0,AIAN
600,0.731448634,,76351.0,Asian
3914,4.7714832559,75.664135676,24661.0,Black
4644,5.6614124273,91.890962659,30313.0,Hispanic
71424,87.071645394,75.902393055,43846.0,White
59,0.5508870215,,,AIAN
235,2.1942110177,,45862.0,Asian
1243,11.605975724,,58156.0,Black
317,2.9598506069,,70370.0,Hispanic
8599,80.289449113,,67632.0,White
435,0.6256832173,,32500.0,AIAN
911,1.3103388758,,86250.0,Asian
3817,5.4901904378,77.393653995,33219.0,Black
2965,4.2647143432,95.431091632,45568.0,Hispanic
60138,86.499626028,77.409166717,55691.0,White
165,0.7269362939,,,AIAN
134,0.5903603842,,,Asian
7245,31.919111816,76.117695805,38949.0,Black
944,4.1589567363,,26287.0,Hispanic
13876,61.133139484,75.66498245,49307.0,White
963,0.6069888813,,,AIAN
6995,4.4090210019,83.373012808,58696.0,Asian
13454,8.4801956483,72.942853554,35476.0,Black
15748,9.9261276252,87.905012986,32425.0,Hispanic
119443,75.286160906,76.563832572,54476.0,White
875,1.1963521514,,,AIAN
1580,2.1602701705,,185250.0,Asian
8781,12.005906561,77.025728566,30031.0,Black
9011,12.32037627,98.757829849,40952.0,Hispanic
52521,71.809841535,82.129767115,75771.0,White
438,1.543177254,,,AIAN
204,0.7187400909,,64239.0,Asian
414,1.4586195962,,,Black
936,3.2977486524,,29868.0,Hispanic
25816,90.955853856,,40356.0,White
62,0.4419416922,,,AIAN
113,0.8054743745,,,Asian
4769,33.993869841,75.958518103,24440.0,Black
518,3.6923515575,,58306.0,Hispanic
8403,59.897355478,76.570302162,50047.0,White
69,0.6194451926,,,AIAN
40,0.3590986624,,,Asian
128,1.1491157195,,,Black
405,3.6358739564,,30573.0,Hispanic
10344,92.862914086,,39747.0,White
368,0.376875416,,,AIAN
1013,1.0374315121,,,Asian
20162,20.64826668,72.481628066,27704.0,Black
3572,3.6581494188,90.70491289,41458.0,Hispanic
71158,72.874187106,74.591854657,44399.0,White
2067,3.7139520259,77.473831424,41477.0,AIAN
335,0.6019225586,,,Asian
16698,30.002695176,72.575134379,26952.0,Black
3038,5.458629054,94.97263906,24063.0,Hispanic
32976,59.250741173,74.319175632,42550.0,White
670,0.6510416667,,42019.0,AIAN
3222,3.1308302239,86.740770527,34271.0,Asian
21460,20.852767413,73.848798343,29099.0,Black
7590,7.375233209,91.893910959,44408.0,Hispanic
67590,65.677472015,76.419285821,57697.0,White
6134,1.8457557247,72.202862529,32672.0,AIAN
9438,2.8399482442,87.723776359,50704.0,Asian
123373,37.123642163,75.200687463,38613.0,Black
39430,11.864712785,89.0469662,38354.0,Hispanic
141651,42.623597027,76.122087892,52705.0,White
184,0.6796690307,,47212.0,AIAN
201,0.742464539,,106058.0,Asian
1498,5.533392435,,84286.0,Black
1073,3.9635047281,,62721.0,Hispanic
23641,87.326388889,,65068.0,White
204,0.5588887976,,,AIAN
290,0.7944987809,,,Asian
882,2.4163721542,,27132.0,Black
2666,7.3039094819,89.113228201,39973.0,Hispanic
31945,87.518150188,78.323055947,59702.0,White
1298,0.7790461786,,71563.0,AIAN
2729,1.637917582,88.787563649,67167.0,Asian
15816,9.4925996615,75.194938967,28424.0,Black
12182,7.3115104373,94.716659854,36990.0,Hispanic
132803,79.706987408,76.206476534,51402.0,White
296,0.6926731098,,31349.0,AIAN
358,0.8377600449,,,Asian
2668,6.2434184354,74.518330776,31842.0,Black
2995,7.0086350128,93.950535849,41528.0,Hispanic
35911,84.035756909,78.279246466,60520.0,White
821,1.3949299986,,97694.0,AIAN
449,0.7628788909,,46917.0,Asian
14250,24.211635177,76.871349802,27889.0,Black
13355,22.690974582,119.74776257,30346.0,Hispanic
30192,51.298083458,79.29334349,46073.0,White
2902,0.9162117706,,37070.0,AIAN
17398,5.4928505804,91.792947239,70560.0,Asian
113927,35.968731353,77.011762251,42417.0,Black
43428,13.710973388,92.217188826,44004.0,Hispanic
134987,42.617738895,81.634154484,76962.0,White
405,0.778771272,,,AIAN
164,0.3153542929,,,Asian
29763,57.231035477,73.37805841,30780.0,Black
2482,4.7726180175,92.53008293,30974.0,Hispanic
18868,36.281126815,74.209001921,43912.0,White
3255,0.8586147682,,31167.0,AIAN
9767,2.5763718712,85.862578212,68721.0,Asian
97867,25.81568403,75.157915581,33243.0,Black
49428,13.038282876,88.898007158,34753.0,Hispanic
214299,56.528505747,78.515097944,61718.0,White
635,0.9399052694,,41276.0,AIAN
471,0.6971580817,,,Asian
17019,25.190941385,75.064380809,41663.0,Black
5763,8.5301953819,99.822503058,41530.0,Hispanic
42888,63.481349911,78.096207083,59596.0,White
1309,0.5874011649,,50875.0,AIAN
3642,1.6343124849,89.651353227,82885.0,Asian
37921,17.016684168,74.368194585,35761.0,Black
16180,7.2606194412,87.081679944,37053.0,Hispanic
160046,71.819103776,75.497399932,53033.0,White
66,0.5702929232,,63000.0,AIAN
43,0.3715544803,,,Asian
3586,30.985915493,74.475980435,39679.0,Black
263,2.2725308909,,,Hispanic
7383,63.79504018,75.323084875,57681.0,White
679,8.00330033,,31786.0,AIAN
47,0.5539839698,,,Asian
37,0.4361150401,,,Black
319,3.760018859,,24028.0,Hispanic
7292,85.950023574,,37097.0,White
505,0.8400565583,,50833.0,AIAN
411,0.6836895949,,80893.0,Asian
18843,31.344922232,76.706553104,36243.0,Black
4916,8.177659486,,41352.0,Hispanic
34868,58.002162522,78.48777389,66805.0,White
477,2.2701313535,,,AIAN
127,0.6044165239,,,Asian
7500,35.693889206,74.908853047,32404.0,Black
3264,15.533980583,98.919804417,25899.0,Hispanic
9825,46.75899486,77.464039664,50500.0,White
4066,0.7618940544,80.762212796,43125.0,AIAN
28622,5.3632394551,87.134476184,55825.0,Asian
182350,34.169055784,75.762783997,36692.0,Black
43496,8.1503550884,89.394861575,40465.0,Hispanic
265975,49.838851725,78.934226882,64189.0,White
2028,4.009965595,76.218524482,29219.0,AIAN
443,0.875944161,,46875.0,Asian
26857,53.104361925,74.417559751,27794.0,Black
1551,3.0667932139,,55990.0,Hispanic
19298,38.157946771,75.123226035,45795.0,White
2290,1.7062303485,,41346.0,AIAN
1788,1.3322008136,87.97769157,79048.0,Asian
28021,20.877851789,74.758498183,36942.0,Black
17464,13.012055374,101.1729108,43960.0,Hispanic
81962,61.068144903,76.940233277,57571.0,White
414,0.6680544125,,,AIAN
346,0.5583256685,,51833.0,Asian
764,1.232834713,,35833.0,Black
2518,4.0631908473,103.58749492,27128.0,Hispanic
57340,92.527149796,77.032442745,50442.0,White
804,0.6886627608,,,AIAN
1520,1.3019494981,93.219303373,,Asian
3702,3.1709322644,74.940112682,35988.0,Black
12112,10.37448179,99.19066685,29945.0,Hispanic
96996,83.081508891,79.425450808,55165.0,White
304,1.284923285,,27396.0,AIAN
180,0.7608098398,,,Asian
14256,60.256139313,76.057147509,31170.0,Black
909,3.842089691,,47609.0,Hispanic
7808,33.002240162,78.34762071,45063.0,White
4992,9.1154773209,72.928891634,31358.0,AIAN
812,1.4827258783,,83929.0,Asian
18457,33.702797458,75.392116161,40306.0,Black
7451,13.605653349,81.731695498,35632.0,Hispanic
21532,39.317800015,77.183375566,59518.0,White
44,0.8413001912,,,AIAN
43,0.8221797323,,,Asian
1488,28.45124283,,27438.0,Black
479,9.1586998088,,,Hispanic
3135,59.942638623,,60694.0,White
985,0.5520217446,,58194.0,AIAN
4836,2.7102306162,82.76458601,98214.0,Asian
21039,11.790848208,74.788835748,34580.0,Black
13935,7.8095665088,92.59040058,38584.0,Hispanic
135235,75.78950318,77.483239325,63126.0,White
3915,9.0359360214,66.401576362,42156.0,AIAN
453,1.0455374247,,,Asian
914,2.1095390865,,33456.0,Black
2543,5.8693193621,92.275016108,22014.0,Hispanic
35122,81.062616844,78.875211912,47000.0,White
1891,0.9330208462,,,AIAN
1832,0.9039102011,96.084648118,43516.0,Asian
32092,15.834217343,76.91207721,47450.0,Black
28310,13.968175651,90.904862514,36722.0,Hispanic
136250,67.2258542,77.933404471,62059.0,White
97,1.0065373041,,11058.0,AIAN
47,0.4877036422,,,Asian
2864,29.718792155,79.127574992,25568.0,Black
493,5.1156999066,,46328.0,Hispanic
5988,62.135519352,76.156190424,47541.0,White
783,1.2741652021,,48125.0,AIAN
877,1.4271301178,,,Asian
11747,19.115732604,70.395535558,30362.0,Black
12006,19.537199766,90.189797973,39148.0,Hispanic
35510,57.784937838,76.743401631,58862.0,White
359,0.6413462913,,,AIAN
450,0.803915964,,,Asian
22909,40.926468486,73.896667713,29963.0,Black
4220,7.5389452623,,31044.0,Hispanic
27535,49.190724596,75.468834541,48859.0,White
387,0.4619792288,,67946.0,AIAN
626,0.7472842306,,163462.0,Asian
4525,5.4016951176,74.883511695,33137.0,Black
5999,7.1612749194,107.7405223,35736.0,Hispanic
71232,85.032827981,77.070050283,55578.0,White
379,0.8328389039,,,AIAN
511,1.1229041686,,,Asian
1693,3.720306766,80.114790631,31081.0,Black
2849,6.2605752961,,39022.0,Hispanic
39750,87.349199024,76.19483358,42008.0,White
290,0.8218789854,,58396.0,AIAN
366,1.0372679609,,30074.0,Asian
452,1.280997591,,21667.0,Black
2541,7.2013603514,87.793577032,32264.0,Hispanic
31403,88.998157857,77.127891808,44685.0,White
115,0.5284197951,,23333.0,AIAN
109,0.5008500666,,,Asian
312,1.4336258788,,,Black
526,2.4169461931,,,Hispanic
20432,93.884115241,,42294.0,White
111,0.48961228,,,AIAN
127,0.5601870231,,94375.0,Asian
9459,41.722905915,74.859182482,28187.0,Black
943,4.1594989193,,30409.0,Hispanic
11804,52.066516695,74.909351068,48966.0,White
8553,0.7818806272,87.12641712,51563.0,AIAN
69595,6.3620930962,87.310802176,84601.0,Asian
344243,31.469301152,76.897424184,45614.0,Black
148351,13.561647718,91.405184401,44928.0,Hispanic
507637,46.406119018,81.351070048,84150.0,White
138,0.92,,,AIAN
100,0.6666666667,,,Asian
69,0.46,,,Black
870,5.8,,24402.0,Hispanic
13768,91.786666667,,44912.0,White
291,1.0670675809,,,AIAN
433,1.5877672253,,58325.0,Asian
4992,18.305159327,73.752394662,26219.0,Black
4209,15.433977485,,37336.0,Hispanic
17204,63.085328737,77.369773986,48257.0,White
917,0.9292474818,,66759.0,AIAN
1548,1.5686751383,,68100.0,Asian
11714,11.870452565,75.203387188,28644.0,Black
6709,6.7986056221,88.541286683,38281.0,Hispanic
76232,77.25015707,79.694138458,63198.0,White
939,0.9987661675,,40694.0,AIAN
970,1.0317392784,,67045.0,Asian
38013,40.432479578,74.45772723,39814.0,Black
6658,7.0817733152,87.480142452,45187.0,Hispanic
46418,49.372447243,75.117822366,58384.0,White
1307,0.5626975038,,60208.0,AIAN
3627,1.5615178625,84.216534399,66163.0,Asian
30748,13.237813961,73.761637475,27733.0,Black
13024,5.6071708413,90.172909969,36660.0,Hispanic
179674,77.354331522,79.928099801,59454.0,White
