population,percentage,life expectancy,income,group
388,3.4488888889,,14016.0,AIAN
71,0.6311111111,,,Asian
70,0.6222222222,,,Black
4948,43.982222222,73.787370269,35945.0,Hispanic
5901,52.453333333,78.76233193,42411.0,White
162,0.6295418334,,,AIAN
237,0.920996386,,,Asian
223,0.8665915362,,75250.0,Black
1808,7.0259977461,95.630163518,53594.0,Hispanic
23053,89.585357323,83.193787111,75077.0,White
241,3.5218471431,,,AIAN
60,0.8768084174,,,Asian
55,0.8037410492,,,Black
2457,35.905304691,78.834344827,34537.0,Hispanic
4024,58.804617858,78.817091177,35603.0,White
7,0.9186351706,,,AIAN
6,0.7874015748,,,Asian
1,0.1312335958,,,Black
94,12.335958005,,42188.0,Hispanic
639,83.858267717,,47969.0,White
111,1.3551458918,,,AIAN
75,0.9156391161,,80956.0,Asian
46,0.5615919912,,,Black
876,10.694664876,,37212.0,Hispanic
7039,85.935783177,,68326.0,White
27,1.1723838472,,,AIAN
33,1.432913591,,41250.0,Asian
17,0.7381676075,,,Black
384,16.673903604,,27250.0,Hispanic
1835,79.678679983,,46563.0,White
253,0.8159447867,,,AIAN
399,1.2868062051,,,Asian
316,1.0191247138,,,Black
4520,14.577353501,,66431.0,Hispanic
25359,81.78475828,,78134.0,White
343,1.3674600327,,,AIAN
246,0.9807439302,,,Asian
207,0.8252601363,,113182.0,Black
1695,6.7575648846,,50536.0,Hispanic
22194,88.482238967,,65714.0,White
19,0.3870442045,,,AIAN
20,0.4074149521,,,Asian
55,1.1203911184,,,Black
513,10.450193522,,37188.0,Hispanic
4243,86.433082094,,50556.0,White
5066,1.6118101844,79.313169955,70111.0,AIAN
5588,1.7778909021,82.707526295,57898.0,Asian
3634,1.1562017785,,46853.0,Black
93183,29.647317096,81.51546864,52884.0,Hispanic
205687,65.441847887,80.20366908,77638.0,White
88,0.878243513,,42604.0,AIAN
54,0.5389221557,,,Asian
39,0.3892215569,,,Black
2396,23.912175649,81.389286053,32000.0,Hispanic
7426,74.111776447,79.54351859,51802.0,White
4887,0.5177877632,,41936.0,AIAN
54887,5.8153912333,93.235161829,120575.0,Asian
103579,10.974409397,80.048708029,51584.0,Black
190436,20.177088289,87.088601351,52411.0,Hispanic
580580,61.513652454,82.604060416,112766.0,White
5043,0.5649173236,95.174834545,29845.0,AIAN
52233,5.8511454614,89.208253467,89275.0,Asian
118190,13.239654664,78.985148227,49780.0,Black
164732,18.453293783,82.019219045,39181.0,Hispanic
541169,60.621801126,80.259648813,84646.0,White
599,0.3307363992,,,AIAN
3718,2.052884695,85.885582301,79355.0,Asian
2957,1.6327003882,79.561524952,58380.0,Black
12180,6.7251575001,90.648965961,62727.0,Hispanic
159502,88.068642987,80.237343973,79615.0,White
449,0.2759985739,,,AIAN
5132,3.154620671,93.12684781,86509.0,Asian
7781,4.7829507874,78.30449548,52500.0,Black
10462,6.4309511808,89.011550146,68558.0,Hispanic
136198,83.720387013,80.896506126,87923.0,White
4597,0.5360182832,,48370.0,AIAN
36950,4.3084349712,103.54206962,86301.0,Asian
110014,12.827825844,77.74105161,42111.0,Black
159804,18.633427392,84.788834716,42807.0,Hispanic
534633,62.339147874,80.001406247,79422.0,White
3145,1.1788563032,89.93736042,55719.0,AIAN
11698,4.3848206789,86.723495599,74053.0,Asian
15245,5.7143606813,78.4026434,48665.0,Black
29186,10.939936428,84.324053273,43522.0,Hispanic
200817,75.273254768,79.44986962,76377.0,White
404,0.2676897185,,,AIAN
7440,4.9297314489,88.473018511,85864.0,Asian
4921,3.2606462984,82.528576367,38281.0,Black
8633,5.7202112363,88.895888254,77167.0,Hispanic
127222,84.29708258,81.150719752,86839.0,White
819,0.6998384988,,,AIAN
1741,1.4876908748,,33725.0,Asian
2171,1.8551274492,75.286707525,40000.0,Black
14376,12.284344638,88.478802173,40429.0,Hispanic
96230,82.228887351,78.31708182,68163.0,White
1326,0.7426491179,,34779.0,AIAN
4270,2.3914869784,88.435434187,65579.0,Asian
45470,25.466255951,77.04183956,51217.0,Black
13193,7.388966676,88.633153696,45807.0,Hispanic
108796,60.933071969,77.50589635,62456.0,White
2580,0.4612620344,,61080.0,AIAN
32227,5.7616634039,90.536364653,100372.0,Asian
138999,24.850760278,75.869085066,50241.0,Black
57481,10.276667829,84.58575264,55884.0,Hispanic
317639,56.788686565,78.625474758,79629.0,White
2552,1.1130204199,,38795.0,AIAN
3087,1.3463534625,95.375804947,77266.0,Asian
27035,11.790951039,75.788673409,39512.0,Black
21300,9.2897080502,89.609527377,51696.0,Hispanic
172626,75.288504313,78.266188382,65107.0,White
4296,0.6115694244,98.469740839,42788.0,AIAN
31025,4.416653024,89.479456693,103898.0,Asian
315337,44.890704743,72.630531685,43564.0,Black
79249,11.281719114,87.823374775,75004.0,Hispanic
260268,37.051199009,87.532521234,135263.0,White
971,0.3596882455,,36513.0,AIAN
16900,6.2602794529,95.813166549,51647.0,Asian
53882,19.959548964,74.858782786,30132.0,Black
27741,10.276119071,86.184814651,42410.0,Hispanic
164160,60.809909763,79.460313196,55377.0,White
125,0.4408393581,,,AIAN
201,0.7088696879,,,Asian
3917,13.814142127,76.5927211,37600.0,Black
756,2.666196438,,,Hispanic
22907,80.786457415,74.802381299,65201.0,White
1535,0.8284445212,,30500.0,AIAN
4223,2.279166914,85.374575135,45579.0,Asian
20779,11.214494271,74.448704603,35722.0,Black
12426,6.7063528472,85.973231223,46498.0,Hispanic
141071,76.136480163,75.831276639,54821.0,White
138,0.4976200779,,,AIAN
167,0.6021924131,,,Asian
5461,19.692052503,77.094896959,26152.0,Black
1184,4.2694360306,,55278.0,Hispanic
20307,73.225876244,74.193686796,53273.0,White
2758,0.4620934273,90.161787656,62696.0,AIAN
15759,2.6403663238,89.648449669,58484.0,Asian
59458,9.9619836843,76.848066055,37109.0,Black
63961,10.716445868,83.982662934,49243.0,Hispanic
442087,74.070158449,77.208113598,57124.0,White
7910,0.4053790884,87.825649338,39026.0,AIAN
75851,3.8872830889,89.177557772,68830.0,Asian
553089,28.345223087,80.986891895,46821.0,Black
593733,30.428184865,86.507696879,56630.0,Hispanic
694707,35.602994988,79.215631975,64374.0,White
194,1.3299513265,,50147.0,AIAN
117,0.8020840474,,111250.0,Asian
1897,13.004730239,75.657921646,32530.0,Black
838,5.744841297,,36691.0,Hispanic
11268,77.246863646,73.269804595,39320.0,White
742,0.4010854171,,,AIAN
2625,1.4189342587,94.803921697,53382.0,Asian
10180,5.502762192,82.902857234,37493.0,Black
13712,7.4119720213,86.125664932,37431.0,Hispanic
155327,83.961448232,80.16017935,50086.0,White
640,0.4326399827,,33618.0,AIAN
2488,1.6818879327,92.969191604,68750.0,Asian
4244,2.8689438852,77.923561276,42878.0,Black
8799,5.9481237621,79.751594869,35559.0,Hispanic
129756,87.715052491,75.076407765,41506.0,White
1220,0.5646266059,,,AIAN
6850,3.1702395498,88.16628842,69200.0,Asian
24468,11.32400311,78.681316639,57576.0,Black
22335,10.336832167,86.571804697,57156.0,Hispanic
155772,72.092635788,77.031314518,64617.0,White
1810,0.4782185961,,49601.0,AIAN
5882,1.5540783327,110.66959516,74722.0,Asian
25332,6.692946672,87.729032617,42640.0,Black
106743,28.202479339,86.922137944,46086.0,Hispanic
236691,62.535932447,85.526201284,75328.0,White
408,0.5786987788,,19853.0,AIAN
744,1.0552742436,,29231.0,Asian
12717,18.037530318,74.274346238,37435.0,Black
4487,6.3642681872,93.761720295,50347.0,Hispanic
50953,72.270683517,74.837008506,47673.0,White
412,1.0989890368,,,AIAN
224,0.5975086025,,,Asian
4467,11.915495212,71.637224586,24599.0,Black
11950,31.876016965,88.562235032,27166.0,Hispanic
20434,54.506655286,78.945110066,40760.0,White
97,0.5808383234,,,AIAN
69,0.4131736527,,,Asian
1598,9.5688622754,,,Black
671,4.0179640719,,40167.0,Hispanic
14004,83.856287425,,38873.0,White
4301,0.4526506003,103.44320286,52232.0,AIAN
48120,5.0642982758,88.694157802,72955.0,Asian
279975,29.46543869,74.436428986,38442.0,Black
96316,10.136595028,84.346490714,49073.0,Hispanic
499458,52.564511393,75.973362784,62509.0,White
2838,0.899427637,85.111958035,72962.0,AIAN
10752,3.4075567134,84.901341669,43524.0,Asian
71684,22.718312448,73.507500146,34486.0,Black
18363,5.8196581034,84.418216704,39365.0,Hispanic
202512,64.180722204,75.90736467,55126.0,White
448,0.3997608573,,,AIAN
2918,2.6037995128,89.223469038,66378.0,Asian
11165,9.9627901166,80.107504342,42799.0,Black
11815,10.542800289,83.766059576,44474.0,Hispanic
83849,74.820419927,79.529988724,54720.0,White
117,0.9969325153,,,AIAN
57,0.4856850716,,64632.0,Asian
1427,12.159168371,,48625.0,Black
657,5.5981595092,,42625.0,Hispanic
9315,79.371165644,,41968.0,White
268,0.5839543295,,,AIAN
335,0.7299429119,,58375.0,Asian
25298,55.122673988,74.786220243,32982.0,Black
4823,10.508998998,,40867.0,Hispanic
14944,32.561990674,77.351430656,55433.0,White
125,0.6847063979,,,AIAN
106,0.5806310254,,,Asian
989,5.4173970202,,29130.0,Black
1114,6.1021034181,,31512.0,Hispanic
15662,85.790972831,,43480.0,White
712,5.1879918391,,105096.0,AIAN
97,0.706791023,,,Asian
1788,13.028271641,78.09238792,28864.0,Black
2902,21.145438648,94.780371128,38629.0,Hispanic
8245,60.077236957,83.903980585,39688.0,White
107,0.6619648602,,,AIAN
77,0.4763672358,,43571.0,Asian
2720,16.827517941,76.51488778,33943.0,Black
747,4.6213808463,,,Hispanic
12235,75.692897798,75.359273317,47055.0,White
151,1.0552061495,,12727.0,AIAN
117,0.8176100629,,,Asian
4597,32.124388539,75.392116159,23527.0,Black
1402,9.7973445143,,24375.0,Hispanic
7874,55.024458421,75.524647858,40958.0,White
320,1.1745274362,,,AIAN
308,1.1304826574,,,Asian
1815,6.6617728023,75.574081685,24828.0,Black
11981,43.975041292,82.640844318,32043.0,Hispanic
12737,46.74986236,79.069036325,44580.0,White
845,2.0334007123,,33833.0,AIAN
406,0.9769948985,,72292.0,Asian
4497,10.821542016,74.438384487,28652.0,Black
22566,54.302627779,84.309279683,36676.0,Hispanic
13321,32.055539513,75.359521435,50293.0,White
928,0.4862075289,,61923.0,AIAN
2757,1.4444764624,86.920662343,46000.0,Asian
9841,5.1560003144,77.55250654,36473.0,Black
27069,14.18227543,82.148502426,42423.0,Hispanic
147415,77.23521861,76.626735374,46661.0,White
699,0.6630368796,,8368.0,AIAN
1644,1.5594172105,,57566.0,Asian
10119,9.5983836698,72.844417604,25426.0,Black
21939,20.810251935,83.894221877,29699.0,Hispanic
69979,66.378623463,77.772172666,41374.0,White
7543,0.5249539282,83.437064727,56382.0,AIAN
63646,4.4294336093,90.325838253,80725.0,Asian
228567,15.907085312,76.389201309,39746.0,Black
420114,29.237769402,82.46428401,44445.0,Hispanic
693221,48.244609183,78.707990146,67219.0,White
203,1.0422549674,,26818.0,AIAN
130,0.66745392,,,Asian
1297,6.6591364173,,,Black
578,2.9676028136,,25000.0,Hispanic
16839,86.455819685,,39286.0,White
688,0.4370668242,,82273.0,AIAN
2484,1.5780145223,115.61485253,88750.0,Asian
14215,9.0303850381,76.170374114,29500.0,Black
19963,12.681925889,89.009287408,48982.0,Hispanic
118361,75.191375553,80.842988808,54543.0,White
423,0.8756857468,,31472.0,AIAN
365,0.7556153607,,69773.0,Asian
12780,26.456888521,75.142044199,25596.0,Black
2421,5.0119035297,,47173.0,Hispanic
31440,65.086429976,74.271594083,44106.0,White
59,0.4129339306,,,AIAN
91,0.6368980963,,,Asian
4822,33.748600224,73.514242068,31509.0,Black
551,3.8563829787,,29595.0,Hispanic
8590,60.120380739,78.251442521,57010.0,White
71,0.8131012368,,,AIAN
26,0.2977553825,,,Asian
1141,13.06688044,,31071.0,Black
1244,14.24644984,,,Hispanic
6178,70.751259734,,46125.0,White
2165,0.6073016452,,35385.0,AIAN
8062,2.2614622926,90.223172174,77608.0,Asian
36855,10.33815341,77.171118241,39529.0,Black
57208,16.047349893,84.773585379,44963.0,Hispanic
247397,69.397046242,78.522550986,53814.0,White
3792,0.502511231,104.90601126,52283.0,AIAN
13271,1.7586567896,95.652672963,66778.0,Asian
61000,8.0836458568,80.09676449,41707.0,Black
165233,21.896476326,85.014942594,42869.0,Hispanic
504219,66.818489021,81.580283969,58854.0,White
1001,0.3422198823,,51597.0,AIAN
10992,3.7579230227,89.075690017,74669.0,Asian
90765,31.030557056,77.419585023,35111.0,Black
19247,6.5801259479,91.02744401,46705.0,Hispanic
164809,56.344572003,80.389001983,61646.0,White
298,0.7309296051,,,AIAN
305,0.7480990925,,24107.0,Asian
3651,8.9551140545,75.718884896,23197.0,Black
3501,8.587196468,83.934688112,28125.0,Hispanic
32426,79.533971057,74.686830956,38908.0,White
101,1.1942769304,,,AIAN
38,0.4493319144,,,Asian
1599,18.907413977,,47593.0,Black
607,7.1774861062,,34107.0,Hispanic
6021,71.195459383,,38047.0,White
131,0.7069998381,,,AIAN
91,0.4911220249,,,Asian
6910,37.292892223,76.054687342,22930.0,Black
1040,5.6128231421,,48911.0,Hispanic
10142,54.735819526,75.899823967,43949.0,White
1998,0.5060085348,,48391.0,AIAN
8954,2.2676678781,93.001675236,68125.0,Asian
33353,8.4468982285,75.02100868,39296.0,Black
66076,16.734244216,87.043629815,41883.0,Hispanic
279999,70.911853718,80.969676699,59731.0,White
1874,0.5205888154,,45298.0,AIAN
6481,1.8003928029,87.03035547,67771.0,Asian
45029,12.508854732,75.822683075,35690.0,Black
49093,13.637815749,80.392160174,39687.0,Hispanic
252289,70.084755415,75.428845732,45254.0,White
1503,0.9340509098,,46364.0,AIAN
2374,1.4753405588,96.101172993,89346.0,Asian
8403,5.2221089788,76.360047645,38929.0,Black
22433,13.941160386,86.95969802,46847.0,Hispanic
125482,77.981754002,81.855630365,60255.0,White
7707,0.2790792666,97.274358125,39574.0,AIAN
45768,1.6573115183,90.19569929,72405.0,Asian
430245,15.579662519,76.705236559,36280.0,Black
1907130,69.059354044,84.015410298,46634.0,Hispanic
359792,13.028478976,80.337265255,78921.0,White
388,0.5171471604,,,AIAN
1070,1.4261532515,,80313.0,Asian
4601,6.1324589814,78.496063642,44167.0,Black
18718,24.948351927,86.014247736,50650.0,Hispanic
49335,65.756327722,79.22052676,75992.0,White
429,0.4998135893,,85564.0,AIAN
879,1.0240935782,,76628.0,Asian
4924,5.7367881443,74.682536505,34320.0,Black
3844,4.4785161711,85.316387617,56985.0,Hispanic
74551,86.856883214,76.954251023,67944.0,White
1505,0.7261095485,,56477.0,AIAN
6748,3.2556725801,87.97979919,54688.0,Asian
19921,9.6111816046,76.338369683,48143.0,Black
20093,9.694165553,87.68026268,52269.0,Hispanic
151614,73.148420651,77.442937143,64964.0,White
647,1.5576473987,,86500.0,AIAN
425,1.0231841491,,54390.0,Asian
3541,8.5249295809,76.737780627,32898.0,Black
10573,25.454414137,81.13441424,35851.0,Hispanic
26177,63.020921106,75.260537325,42002.0,White
7832,0.5672710943,88.723298741,44009.0,AIAN
78758,5.7044352458,89.12761968,66116.0,Asian
279380,20.235469654,77.791785071,41150.0,Black
446364,32.330106581,83.621384958,44366.0,Hispanic
548738,39.745046699,79.623864376,67046.0,White
2999,0.814967798,,45463.0,AIAN
10667,2.8987200739,92.006410687,57938.0,Asian
35180,9.5600423925,79.981109431,48384.0,Black
203445,55.285469714,81.883765573,42897.0,Hispanic
113263,30.778825512,77.366822328,60555.0,White
8715,0.5864970413,120.49686188,47813.0,AIAN
43551,2.9308700682,90.968139616,74898.0,Asian
276309,18.594883646,81.28218816,43556.0,Black
340570,22.919483344,86.434556605,49541.0,Hispanic
803636,54.082631814,81.428582627,68455.0,White
2578,0.4777347442,90.232122207,52891.0,AIAN
14583,2.7024072049,90.085916699,74267.0,Asian
30082,5.5745603469,79.549227576,54156.0,Black
85212,15.790819636,83.662418811,50734.0,Hispanic
398422,73.832440746,76.861460659,49843.0,White
3779,0.3874784677,97.668454563,49449.0,AIAN
35030,3.5917890247,91.298781533,58671.0,Asian
102008,10.459355262,74.616599723,36076.0,Black
97592,10.006562218,85.381363338,43970.0,Hispanic
720034,73.828439012,79.014814586,53641.0,White
4725,0.6673643979,106.45857828,42434.0,AIAN
13737,1.9402295734,93.107887938,66223.0,Asian
103595,14.631876148,75.13147901,36883.0,Black
167229,23.619615005,83.000838499,42898.0,Hispanic
410283,57.948839633,78.015536212,52346.0,White
533,0.718687216,,,AIAN
494,0.6661003465,,118026.0,Asian
11751,15.844828284,72.059525163,21231.0,Black
7578,10.218033251,81.555644515,35202.0,Hispanic
52871,71.290266036,73.686938037,39510.0,White
803,0.3158172114,,,AIAN
8110,3.1896358466,97.345817566,126705.0,Asian
13281,5.2233728334,77.877168172,40863.0,Black
18314,7.2028348823,86.251172837,66717.0,Hispanic
209338,82.331934508,81.322994863,79635.0,White
1805,0.5620811639,,60144.0,AIAN
6363,1.9814528786,89.45968225,69385.0,Asian
63643,19.818577016,78.859433233,39813.0,Black
62777,19.548902618,85.965067189,45116.0,Hispanic
182036,56.686430333,79.35414496,53096.0,White
1574,0.877618498,,51135.0,AIAN
3860,2.1522283369,91.735993811,50128.0,Asian
11001,6.1338507602,79.137977731,54776.0,Black
10225,5.7011748044,84.586779358,51337.0,Hispanic
147601,82.298200715,77.317284159,68407.0,White
1362,0.3191803486,,51667.0,AIAN
7604,1.7819731064,93.701507562,58088.0,Asian
18739,4.3914247817,75.578930735,37358.0,Black
39848,9.3382514916,89.441830037,48990.0,Hispanic
354243,83.015715297,81.628096159,60153.0,White
2049,0.4379777356,,58459.0,AIAN
22797,4.8729030934,88.370316327,81385.0,Asian
53293,11.391482412,77.725072489,45447.0,Black
102835,21.981181279,84.798362038,50709.0,Hispanic
278726,59.578224662,79.959597972,70057.0,White
519,0.4030942728,,45870.0,AIAN
1228,0.9537567765,,,Asian
9056,7.0335678892,77.030129692,29452.0,Black
7403,5.7497242804,90.061714575,46875.0,Hispanic
109568,85.09871538,79.891943692,56277.0,White
330,0.7467583897,,,AIAN
303,0.685659976,,,Asian
5478,12.396189269,75.520050659,19274.0,Black
4256,9.6309203231,90.106457762,43020.0,Hispanic
33367,75.506324817,75.345735266,45328.0,White
211,0.9758127919,,18438.0,AIAN
183,0.846321047,,27153.0,Asian
4169,19.280395875,76.05176922,29063.0,Black
974,4.5044628405,,31705.0,Hispanic
15663,72.436757157,74.71130513,41361.0,White
79,0.5287817938,,105313.0,AIAN
111,0.7429718876,,,Asian
3278,21.941097724,68.964225044,32981.0,Black
853,5.7095046854,,85332.0,Hispanic
10399,69.605087015,67.440284072,43735.0,White
2592,0.4733918011,92.862330136,33853.0,AIAN
10988,2.0068013544,89.10336515,45481.0,Asian
56759,10.366221157,75.519929377,31356.0,Black
79547,14.528124075,82.20083733,38103.0,Hispanic
389728,71.178256121,76.250249503,50008.0,White
240,0.739348757,,,AIAN
240,0.739348757,,,Asian
4156,12.803055975,78.207985647,60333.0,Black
1223,3.7675980407,,80265.0,Hispanic
25988,80.059147901,75.768201378,62761.0,White
575,0.8056042032,,27155.0,AIAN
988,1.3842381786,,,Asian
3597,5.0395796848,78.690829829,30044.0,Black
4554,6.380385289,83.929542137,44688.0,Hispanic
60102,84.205954466,78.278456365,55948.0,White
339,1.3625401929,,16705.0,AIAN
148,0.5948553055,,43304.0,Asian
3608,14.501607717,74.868882774,30554.0,Black
921,3.7017684887,,63269.0,Hispanic
19292,77.540192926,73.119350588,37981.0,White
104,0.5619495326,,,AIAN
155,0.837520938,,,Asian
3493,18.87393959,72.840271261,33514.0,Black
1896,10.244772248,91.035857985,33229.0,Hispanic
12699,68.617279948,75.214175129,43333.0,White
124,1.4945160902,,,AIAN
74,0.8918886344,,,Asian
1332,16.05399542,,24556.0,Black
2072,24.972881764,94.544920917,22212.0,Hispanic
4695,56.586718091,72.738977045,43253.0,White
46,0.4112650872,,,AIAN
75,0.670540903,,,Asian
1800,16.092981672,66.597595269,19296.0,Black
974,8.7080911936,,25890.0,Hispanic
8164,72.990612427,74.043780014,47736.0,White
15,0.4851228978,,,AIAN
34,1.0996119017,,,Asian
1359,43.952134541,,26410.0,Black
187,6.0478654592,,,Hispanic
1469,47.509702458,,52212.0,White
148,0.3301876269,,,AIAN
756,1.6866340941,,75556.0,Asian
18917,42.20377931,74.315644734,28224.0,Black
998,2.226535484,,,Hispanic
23508,52.446288736,75.415145229,47585.0,White
125,0.6583105119,,,AIAN
210,1.10596166,,38833.0,Asian
493,2.5963766589,,,Black
1351,7.1150200126,,45734.0,Hispanic
16609,87.471034337,,45926.0,White
425,0.5259315175,,,AIAN
3187,3.9438676385,84.9405744,68068.0,Asian
9597,11.876152409,75.195986939,44763.0,Black
9317,11.52965635,87.98074723,44212.0,Hispanic
56990,70.524322786,76.136289211,60549.0,White
615,0.5779640629,,80469.0,AIAN
1142,1.0732275769,,63148.0,Asian
11503,10.810277423,75.653447583,47400.0,Black
9358,8.794451545,88.886077853,39355.0,Hispanic
82242,77.289301556,76.392703125,58354.0,White
107,0.6373979865,,,AIAN
148,0.8816345982,,,Asian
5997,35.724072199,73.545016422,20692.0,Black
1045,6.2250551022,,32333.0,Hispanic
9362,55.769345327,73.582462534,48093.0,White
77,0.3999584459,,,AIAN
235,1.2206523998,,,Asian
2065,10.726158321,76.1588708,19868.0,Black
947,4.9189694577,,33304.0,Hispanic
15737,81.742156659,73.620096267,39873.0,White
433,0.282830922,,21847.0,AIAN
3367,2.1992880238,85.195455491,68802.0,Asian
84136,54.956726216,72.574063615,28339.0,Black
5216,3.4070348476,105.7153934,48333.0,Hispanic
57923,37.834677814,75.998576373,57360.0,White
28,0.2181025082,,,AIAN
134,1.0437762891,,,Asian
3377,26.304720361,73.282336181,22108.0,Black
400,3.1157501168,,,Hispanic
8758,68.219348808,76.776253106,51081.0,White
94,0.497433455,,,AIAN
54,0.2857596444,,,Asian
661,3.4979097211,,37344.0,Black
376,1.9897338202,,72672.0,Hispanic
17400,92.078107636,,36855.0,White
62,0.3996647973,,,AIAN
164,1.0571778508,,,Asian
5336,34.396957391,71.700993169,20324.0,Black
910,5.8660478309,,,Hispanic
8813,56.81041707,75.880147659,46444.0,White
210,0.5510509329,,77727.0,AIAN
825,2.1648429505,,72917.0,Asian
5411,14.198745703,73.211589973,45083.0,Black
2780,7.2948647301,97.478138749,86296.0,Hispanic
27910,73.237293028,76.056106791,75383.0,White
309,0.399761954,,,AIAN
1047,1.3545332229,,48155.0,Asian
22538,29.158041813,74.473541047,28368.0,Black
3187,4.1231111571,,19615.0,Hispanic
48995,63.386203685,77.470047861,48370.0,White
97,0.4325915355,,,AIAN
129,0.5753021451,,,Asian
10514,46.88935468,72.439834021,27688.0,Black
730,3.2555857825,,41384.0,Hispanic
10651,47.500334478,73.551641209,65818.0,White
88,0.3637415781,,,AIAN
149,0.6158806266,,,Asian
6844,28.289174555,74.30932739,31426.0,Black
840,3.4720787005,,102842.0,Hispanic
15978,66.043896995,73.185619529,47507.0,White
30,0.4722921914,,,AIAN
46,0.7241813602,,,Asian
3826,60.232997481,76.196231986,25413.0,Black
317,4.9905541562,,33594.0,Hispanic
2090,32.90302267,77.752632977,46875.0,White
353,0.6576373493,,39821.0,AIAN
813,1.5146151983,,81053.0,Asian
9948,18.533077482,76.124505047,36142.0,Black
3737,6.9620135253,84.670482874,51484.0,Hispanic
37358,69.59777931,78.139264773,63808.0,White
31,0.2860834256,,,AIAN
144,1.3289036545,,,Asian
2629,24.261720192,70.309366731,22589.0,Black
1337,12.338501292,,27917.0,Hispanic
6654,61.406423034,73.307517083,36327.0,White
660,0.5587490793,,27687.0,AIAN
1175,0.9947426791,,34667.0,Asian
22412,18.973764191,74.617615323,37010.0,Black
8453,7.156221163,87.211491308,45605.0,Hispanic
83463,70.658900619,74.715987418,52872.0,White
300,0.4449718185,,,AIAN
939,1.3927617918,,57056.0,Asian
1821,2.700978938,83.547728272,43056.0,Black
2108,3.1266686443,92.221388999,67633.0,Hispanic
61094,90.617027588,77.21407606,55332.0,White
332,2.5601480568,,,AIAN
114,0.8790869833,,,Asian
3727,28.739975324,79.142347016,38990.0,Black
610,4.7038864898,,,Hispanic
7985,61.574645281,77.449896891,40559.0,White
1042,0.3603105171,,61202.0,AIAN
8447,2.9208665433,86.168252051,62480.0,Asian
116022,40.118950881,75.234238497,40149.0,Black
18968,6.5588962465,90.079425321,47395.0,Hispanic
139361,48.189284047,79.049658981,68192.0,White
143,1.3384500187,,,AIAN
325,3.0419318607,,57833.0,Asian
2047,19.159490827,80.797402778,37143.0,Black
1716,16.061400225,,35833.0,Hispanic
6095,57.047922127,75.954747033,50994.0,White
111,0.447761194,,,AIAN
135,0.5445744252,,,Asian
2400,9.6813231142,69.697554468,23438.0,Black
1336,5.3892698669,,31635.0,Hispanic
20437,82.440500202,72.331458508,37314.0,White
1371,0.5394473321,,74063.0,AIAN
5102,2.0074837989,87.81518031,74651.0,Asian
17239,6.7830288532,78.656961904,80014.0,Black
27457,10.803505031,90.487341626,57463.0,Hispanic
199249,78.398498519,79.696014362,82463.0,White
506,0.3973926019,,89583.0,AIAN
5424,4.2597973769,,40386.0,Asian
35405,27.80570172,73.655845439,26729.0,Black
13832,10.8631116,91.166738911,31875.0,Hispanic
70134,55.08049949,79.821330409,44366.0,White
11,0.3810183582,,,AIAN
14,0.4849324558,,,Asian
1743,60.374090752,,18333.0,Black
48,1.6626255629,,,Hispanic
1045,36.196744025,,39063.0,White
1681,0.5804257376,,22273.0,AIAN
15020,5.1861954664,85.343856545,53438.0,Asian
202332,69.862403536,76.642486012,45643.0,Black
38635,13.340123958,87.72743488,46817.0,Hispanic
27806,9.6010220465,71.671103037,45755.0,White
58,0.87244284,,,AIAN
24,0.3610108303,,,Asian
1777,26.729843562,69.484577093,14971.0,Black
390,5.8664259928,,,Hispanic
4315,64.906738869,73.1690247,32622.0,White
3814,0.5039207785,,50833.0,AIAN
42069,5.5583228185,89.457765308,86780.0,Asian
207921,27.471345616,78.487278232,60718.0,Black
99824,13.189142053,88.116378583,51917.0,Hispanic
389615,51.477476168,80.347772233,86788.0,White
238,0.552293876,,36466.0,AIAN
392,0.9096605017,,59345.0,Asian
12080,28.032395053,72.188115884,27967.0,Black
5166,11.988025897,91.552837205,33542.0,Hispanic
24863,57.696145546,73.864990321,42107.0,White
574,1.2589928058,,36294.0,AIAN
418,0.9168275136,,,Asian
10462,22.947008247,71.594277306,22779.0,Black
8966,19.66573083,105.03665058,34695.0,Hispanic
25241,55.362782944,73.460118321,43507.0,White
629,0.4076712187,,,AIAN
6529,4.2316142873,89.269389127,82868.0,Asian
27178,17.614766902,80.341172805,77883.0,Black
10597,6.8681906268,86.967228435,64483.0,Hispanic
105098,68.116740445,79.439734917,79058.0,White
69,0.402051043,,,AIAN
131,0.763314299,,,Asian
4717,27.485141592,75.5924523,24418.0,Black
978,5.6986365225,,36063.0,Hispanic
11079,64.555413122,74.706931187,46215.0,White
604,0.4140843525,,,AIAN
3163,2.1684582899,92.650789272,67228.0,Asian
26120,17.907091537,76.221151286,43704.0,Black
10416,7.1408983711,94.261595396,41620.0,Hispanic
103274,70.801568584,78.470245124,78002.0,White
81,0.6575742815,,,AIAN
147,1.193375548,,,Asian
2525,20.498457542,72.474730954,28833.0,Black
432,3.5070628349,,,Hispanic
8991,72.990745251,75.906831617,47859.0,White
73,0.3229945578,,,AIAN
316,1.3981682226,,,Asian
9990,44.201584001,72.548657209,20436.0,Black
791,3.4998451396,,32000.0,Hispanic
11203,49.568603159,77.169479071,44196.0,White
96,0.591643042,,,AIAN
163,1.0045605818,,83276.0,Asian
189,1.164797239,,,Black
370,2.2802908912,,36667.0,Hispanic
15203,93.695303833,,44051.0,White
122,0.4863852011,,,AIAN
219,0.8731013037,,143563.0,Asian
190,0.7574851493,,,Black
