population,percentage,life expectancy,income,group
769,0.3921168702,,25439.0,AIAN
16224,8.272697142,92.002420873,25625.0,Asian
11476,5.8516686638,73.045186391,35346.0,Black
17436,8.8907018841,87.102053945,42110.0,Hispanic
146653,74.779083701,79.066728215,56164.0,White
51,0.3349313719,,,AIAN
132,0.8668811979,,,Asian
94,0.6173244894,,,Black
477,3.1325934196,,,Hispanic
14368,94.358704932,,,White
21,0.2949852507,,,AIAN
30,0.4214075011,,,Asian
62,0.8709088355,,,Black
180,2.5284450063,,32330.0,Hispanic
6717,94.353139486,,57799.0,White
561,0.3074865577,,14375.0,AIAN
2625,1.4387740001,94.654182586,68864.0,Asian
18052,9.8943802858,71.3465399,29831.0,Black
5464,2.9948423378,89.02177157,41080.0,Hispanic
150646,82.56973258,75.87656049,53755.0,White
56,0.3653206341,,100455.0,AIAN
47,0.3066083893,,,Asian
91,0.5936460304,,,Black
230,1.5004240329,,59643.0,Hispanic
14728,96.079326766,,54171.0,White
437,0.4099129521,,,AIAN
2269,2.128358097,92.355519067,52917.0,Asian
7711,7.2330406724,74.863998493,29147.0,Black
3101,2.908787333,,,Hispanic
90699,85.077104908,75.099956765,48764.0,White
230,0.7471413721,,64213.0,AIAN
191,0.620452183,,68182.0,Asian
254,0.8251039501,,,Black
864,2.8066528067,,64196.0,Hispanic
28930,93.977390852,,56395.0,White
34,0.4149377593,,,AIAN
48,0.5857944838,,,Asian
37,0.4515499146,,,Black
199,2.4286062973,,,Hispanic
7769,94.813278008,,,White
195,0.3082078111,,,AIAN
1770,2.797578593,88.926883768,,Asian
1109,1.752833141,,107552.0,Black
1312,2.0736853751,,35270.0,Hispanic
57959,91.607264221,77.094489635,78806.0,White
85,0.301279552,,,AIAN
81,0.2871016907,,,Asian
166,0.5883812427,,,Black
380,1.3468968206,,,Hispanic
27265,96.639846879,,,White
280,0.4256742376,,52778.0,AIAN
732,1.1128340783,,,Asian
3165,4.8116391499,67.00376053,28652.0,Black
2188,3.3263401137,84.594455258,42614.0,Hispanic
57521,87.447170787,73.056845604,48570.0,White
83,0.2949328406,,,AIAN
189,0.6715940587,,,Asian
244,0.8670314832,,,Black
923,3.2797953237,,52885.0,Hispanic
26380,93.738895601,,57938.0,White
177,0.7324643079,,,AIAN
132,0.5462445686,,51964.0,Asian
141,0.5834885164,,93024.0,Black
2173,8.9923442996,83.138605585,48542.0,Hispanic
21404,88.57438444,75.063822879,54073.0,White
137,0.3985106754,,,AIAN
182,0.5294083425,,101719.0,Asian
182,0.5294083425,,,Black
799,2.3241608005,,,Hispanic
32663,95.011344464,,65849.0,White
21,0.2974925627,,,AIAN
38,0.5383198753,,,Asian
50,0.7083156254,,,Black
182,2.5782688766,,44750.0,Hispanic
6694,94.829295934,,55934.0,White
19,0.5295429208,,,AIAN
24,0.6688963211,,,Asian
20,0.5574136009,,,Black
58,1.6164994426,,,Hispanic
3438,95.819397993,,,White
94,0.6890485266,,,AIAN
67,0.4911303328,,,Asian
232,1.7006304061,,,Black
1042,7.6381762205,,39471.0,Hispanic
12180,89.28309632,,55991.0,White
43,0.3459372486,,,AIAN
104,0.8366854385,,102708.0,Asian
84,0.6757843926,,31310.0,Black
301,2.4215607401,,,Hispanic
11740,94.448913918,,40497.0,White
13,0.2371829958,,,AIAN
35,0.6385696041,,,Asian
32,0.5838350666,,,Black
122,2.2258711914,,,Hispanic
5231,95.438788542,,,White
84,0.3305264815,,,AIAN
124,0.4879200441,,,Asian
183,0.7200755489,,,Black
432,1.6998504761,,63405.0,Hispanic
24341,95.777917683,,66415.0,White
535,0.4090651905,,35756.0,AIAN
3511,2.6845381004,79.68694797,72095.0,Asian
12338,9.4337314391,70.85547521,29453.0,Black
6148,4.7008089551,86.86595524,53083.0,Hispanic
104809,80.137782331,78.271988172,58787.0,White
150,0.5708414203,,,AIAN
138,0.5251741066,,,Asian
305,1.1607108878,,,Black
752,2.8618183202,,52778.0,Hispanic
24704,94.013776306,,68504.0,White
42,0.1659357592,,,AIAN
315,1.2445181937,,102083.0,Asian
324,1.2800758563,,,Black
460,1.8173916479,,93047.0,Hispanic
23915,94.484611434,,72326.0,White
47,0.2207920327,,43523.0,AIAN
134,0.6294921783,,,Asian
111,0.5214450134,,,Black
368,1.728754639,,,Hispanic
20408,95.870719218,,68750.0,White
133,0.67266842,,,AIAN
2186,11.056038843,74.604458309,48750.0,Asian
616,3.1155168926,,46107.0,Black
5349,27.053408861,88.242038802,48291.0,Hispanic
11051,55.892170747,81.029157753,60189.0,White
29,0.2023302868,,,AIAN
140,0.9767669016,,,Asian
38,0.2651224447,,,Black
227,1.5837577618,,41625.0,Hispanic
13771,96.078978581,,57213.0,White
45,0.475034308,,,AIAN
36,0.3800274464,,,Asian
239,2.5229599916,,,Black
186,1.9634751399,,89188.0,Hispanic
8877,93.708434498,,54813.0,White
64,0.3213819424,,,AIAN
116,0.5825047705,,,Asian
242,1.2152254695,,,Black
598,3.0029125239,,47806.0,Hispanic
18730,94.054434066,,59798.0,White
64,0.4993368183,,,AIAN
59,0.4603261294,,32917.0,Asian
55,0.4291175782,,,Black
392,3.058438012,,50339.0,Hispanic
12112,94.499492861,,52475.0,White
45,0.2434406275,,,AIAN
108,0.5842575061,,,Asian
147,0.7952393833,,,Black
435,2.3532593995,,43359.0,Hispanic
17529,94.828239113,,69766.0,White
157,0.3728950431,,,AIAN
513,1.2184404912,,,Asian
831,1.973731088,,47381.0,Black
2242,5.3250362207,81.026644978,52969.0,Hispanic
37627,89.36892858,77.781941606,56557.0,White
51,0.4557640751,,,AIAN
84,0.7506702413,,,Asian
122,1.09025916,,,Black
542,4.8436103664,,,Hispanic
10296,92.010723861,,,White
16,0.1352036505,,,AIAN
45,0.380260267,,,Asian
74,0.6253168836,,,Black
390,3.2955889809,,66009.0,Hispanic
11220,94.811559912,,60784.0,White
100,1.0691756656,,,AIAN
88,0.9408745857,,,Asian
78,0.8339570191,,,Black
1543,16.49738052,,54405.0,Hispanic
7498,80.166791404,,56364.0,White
68,0.4256384577,,,AIAN
125,0.7824236355,,,Asian
115,0.7198297446,,,Black
651,4.0748622934,,41929.0,Hispanic
14857,92.995743615,,52034.0,White
40,0.2309335489,,,AIAN
46,0.2655735812,,,Asian
144,0.8313607759,,,Black
368,2.1245886496,,51563.0,Hispanic
16566,95.641129265,,56445.0,White
182,0.3923090188,,102553.0,AIAN
326,0.7027073633,,,Asian
1320,2.8453181583,77.826147387,16729.0,Black
1552,3.3454043801,,36875.0,Hispanic
42073,90.690205208,77.38521696,52954.0,White
233,1.3841035999,,,AIAN
456,2.7088036117,,106128.0,Asian
526,3.1246287276,,,Black
5036,29.915646905,,56891.0,Hispanic
10675,63.413330165,,54077.0,White
336,0.3465239318,,68777.0,AIAN
5066,5.224673329,90.143500084,91359.0,Asian
2651,2.7340325691,85.835713932,79042.0,Black
6153,6.3457195013,92.524149552,59018.0,Hispanic
81485,84.03721007,81.537456962,90261.0,White
32,0.3535520937,,,AIAN
38,0.4198431113,,,Asian
19,0.2099215556,,,Black
151,1.6683239421,,86080.0,Hispanic
8735,96.508673075,,66680.0,White
44,0.566353456,,,AIAN
71,0.9138885313,,,Asian
155,1.9951087656,,68958.0,Black
263,3.3852490668,,100236.0,Hispanic
7133,91.813618226,,48442.0,White
32,0.1889354667,,,AIAN
64,0.3778709335,,,Asian
140,0.8265926669,,,Black
279,1.6472811005,,,Hispanic
16303,96.256716065,,,White
148,0.3823499018,,,AIAN
429,1.1082980262,,74158.0,Asian
2365,6.1098480934,73.235899771,19672.0,Black
1371,3.5419034825,,36845.0,Hispanic
33424,86.349075127,77.725534775,54612.0,White
46,0.2621231979,,,AIAN
166,0.9459228446,,,Asian
110,0.6268163428,,,Black
428,2.4388854066,,45426.0,Hispanic
16616,94.683457747,,61908.0,White
303,0.3104826314,,23824.0,AIAN
1313,1.3454247361,81.880674429,63333.0,Asian
3551,3.638692489,78.72688883,,Black
2761,2.829183318,,53223.0,Hispanic
87531,89.692591454,80.168689464,66696.0,White
158,1.7372182518,,,AIAN
61,0.6706981858,,,Asian
102,1.1214953271,,,Black
922,10.137438153,,41689.0,Hispanic
7871,86.542056075,,57218.0,White
59,0.3063661855,,,AIAN
206,1.0696853256,,,Asian
283,1.4695191609,,,Black
570,2.9598089106,,,Hispanic
17930,93.104164503,,,White
61,0.3940568475,,,AIAN
242,1.5633074935,,35357.0,Asian
390,2.519379845,,31364.0,Black
661,4.2700258398,,,Hispanic
13967,90.226098191,,54287.0,White
82,0.8223849163,,,AIAN
68,0.6819777354,,,Asian
66,0.6619195667,,,Black
1323,13.268478588,,30938.0,Hispanic
8399,84.23427941,,57367.0,White
22,0.3269430822,,,AIAN
28,0.4161093773,,,Asian
45,0.6687472136,,,Black
217,3.2248476742,,,Hispanic
6323,93.966414029,,,White
52,0.5912450256,,,AIAN
57,0.6480955088,,,Asian
58,0.6594656055,,,Black
263,2.9903354179,,,Hispanic
8285,94.201250711,,,White
23,0.1882622575,,,AIAN
46,0.376524515,,,Asian
80,0.6548252435,,,Black
198,1.6206924777,,41600.0,Hispanic
11760,96.259310796,,72023.0,White
46,0.4284250722,,,AIAN
37,0.3446027754,,,Asian
71,0.6612647853,,,Black
300,2.7940765577,,50000.0,Hispanic
10158,94.607432244,,63500.0,White
88,0.5979885839,,,AIAN
360,2.4463169339,,44526.0,Asian
162,1.1008426203,,,Black
982,6.6730089698,,67500.0,Hispanic
12974,88.16254417,,61217.0,White
37,0.3521461883,,,AIAN
65,0.6186351956,,,Asian
87,0.8280194156,,,Black
546,5.1965356429,,43750.0,Hispanic
9692,92.243266394,,63529.0,White
75,0.4524886878,,,AIAN
171,1.0316742081,,,Asian
245,1.4781297134,,,Black
769,4.6395173454,,49750.0,Hispanic
15179,91.577677225,,55156.0,White
55,0.3948879954,,,AIAN
55,0.3948879954,,,Asian
60,0.4307869041,,,Black
284,2.0390580126,,58500.0,Hispanic
13318,95.620333142,,63778.0,White
83,0.4213839671,,,AIAN
499,2.5333807179,,,Asian
526,2.6704574301,,,Black
1016,5.1581459105,,60928.0,Hispanic
17266,87.658018988,,54549.0,White
43,0.4686137751,,,AIAN
37,0.4032258065,,,Asian
60,0.6538796861,,,Black
165,1.7981691369,,43155.0,Hispanic
8788,95.77157803,,57449.0,White
32,0.3378021746,,,AIAN
46,0.485590626,,,Asian
73,0.7706112108,,,Black
456,4.8136809881,,29621.0,Hispanic
8774,92.621133749,,56630.0,White
25,0.3658715059,,,AIAN
40,0.5853944095,,,Asian
40,0.5853944095,,80227.0,Black
250,3.6587150593,,53000.0,Hispanic
6408,93.780184399,,53708.0,White
46,0.2850415169,,,AIAN
90,0.5576899244,,,Asian
112,0.6940141281,,,Black
516,3.1974222332,,,Hispanic
15225,94.342545545,,,White
69,0.3592814371,,,AIAN
97,0.5050768029,,,Asian
148,0.7706326477,,,Black
310,1.6141629784,,67206.0,Hispanic
18258,95.06899245,,59842.0,White
171,0.4603208786,,38571.0,AIAN
249,0.6702918057,,102750.0,Asian
825,2.2208463444,,49395.0,Black
1099,2.9584365242,,44091.0,Hispanic
34418,92.651017551,,60480.0,White
56,0.3052270126,,,AIAN
2076,11.315201395,83.36013986,,Asian
431,2.3491579005,,,Black
649,3.5373630566,,47500.0,Hispanic
14836,80.863356407,78.967991076,46959.0,White
561,0.3649017822,,,AIAN
10040,6.5305060492,94.371007815,41713.0,Asian
12022,7.81969559,88.493018767,32981.0,Black
9084,5.9086769871,90.991134181,48421.0,Hispanic
118693,77.203720567,82.360535146,69969.0,White
88,0.4268322258,,,AIAN
125,0.6062957753,,,Asian
509,2.4688363971,,,Black
448,2.1729640588,,38525.0,Hispanic
19303,93.62661881,,58958.0,White
35,0.3470500744,,,AIAN
32,0.3173029251,,,Asian
68,0.6742687159,,,Black
241,2.3896876549,,38667.0,Hispanic
9632,95.508180466,,52536.0,White
72,0.4904632153,,,AIAN
95,0.6471389646,,,Asian
143,0.9741144414,,,Black
611,4.1621253406,,46563.0,Hispanic
13671,93.126702997,,57750.0,White
105,0.3136200717,,,AIAN
213,0.6362007168,,58125.0,Asian
995,2.9719235364,,23750.0,Black
1269,3.7903225806,,71382.0,Hispanic
30260,90.382317802,,51644.0,White
616,0.2703485565,,97188.0,AIAN
6007,2.6363373037,87.853851149,79665.0,Asian
14012,6.149551906,71.468300396,33549.0,Black
8105,3.557102355,84.790214558,60806.0,Hispanic
192773,84.603737481,79.919283671,69576.0,White
71,0.6448097357,,,AIAN
406,3.687221869,,,Asian
137,1.2442103351,,,Black
1776,16.12932522,83.610832433,63750.0,Hispanic
8548,77.63145945,78.414917349,63132.0,White
35,0.4108945762,,,AIAN
34,0.3991547312,,,Asian
37,0.4343742663,,,Black
221,2.5945057525,,17905.0,Hispanic
8131,95.456679972,,56375.0,White
62,0.5273902688,,,AIAN
46,0.3912895543,,,Asian
32,0.2722014291,,,Black
364,3.0962912555,,44167.0,Hispanic
11135,94.717591017,,66687.0,White
71,0.429756068,,,AIAN
151,0.9139882574,,,Asian
89,0.5387083106,,,Black
389,2.3545790206,,22795.0,Hispanic
15633,94.625022698,,74021.0,White
100,0.4470272687,,,AIAN
423,1.8909253464,,80179.0,Asian
476,2.1278497988,,,Black
554,2.4765310684,,,Hispanic
20601,92.092087617,,57315.0,White
85,0.2562711047,,,AIAN
476,1.4351181862,,50714.0,Asian
300,0.9044862518,,58295.0,Black
716,2.1587071877,,,Hispanic
31192,94.042450555,,65140.0,White
339,0.8583364983,,,AIAN
1490,3.7726294468,,65139.0,Asian
748,1.8939106216,,,Black
9544,24.165084188,82.986944681,57522.0,Hispanic
27003,68.370679833,75.927262711,59203.0,White
104,0.7043207368,,,AIAN
63,0.426655831,,,Asian
96,0.6501422186,,,Black
522,3.5351483137,,,Hispanic
13845,93.76269809,,,White
27,0.2535925613,,,AIAN
54,0.5071851226,,,Asian
54,0.5071851226,,19286.0,Black
186,1.7469709777,,,Hispanic
10265,96.412134874,,61310.0,White
150,1.7445917655,,,AIAN
27,0.3140265178,,,Asian
55,0.6396836474,,,Black
220,2.5587345894,,,Hispanic
8047,93.591532915,,,White
17,0.2187902188,,,AIAN
33,0.4247104247,,,Asian
60,0.7722007722,,,Black
186,2.3938223938,,,Hispanic
7380,94.980694981,,,White
64,0.6441872169,,,AIAN
38,0.38248616,,,Asian
54,0.5435329643,,,Black
421,4.2375440362,,,Hispanic
9232,92.924006039,,,White
288,0.6793414162,,60882.0,AIAN
482,1.1369533425,,,Asian
1153,2.7197244893,,56953.0,Black
7830,18.469594754,83.015006176,62993.0,Hispanic
32289,76.164079823,77.06890885,61015.0,White
51,0.3728342715,,,AIAN
113,0.8260837781,,23906.0,Asian
162,1.1842970977,,22837.0,Black
771,5.6363769281,,43750.0,Hispanic
12494,91.337086044,,59507.0,White
38,0.6347085352,,133250.0,AIAN
53,0.885251378,,,Asian
44,0.7349256723,,82647.0,Black
521,8.7021880742,,44139.0,Hispanic
5254,87.756806414,,61102.0,White
118,0.7828567637,,,AIAN
165,1.0946725934,,32885.0,Asian
421,2.793073708,,,Black
593,3.9341869568,,24878.0,Hispanic
13584,90.121409142,,52385.0,White
46,0.5200678349,,,AIAN
85,0.9609949124,,,Asian
164,1.8541548898,,103429.0,Black
291,3.2899943471,,48194.0,Hispanic
8180,92.481628038,,56825.0,White
236,0.9358023712,,,AIAN
169,0.6701296641,,,Asian
451,1.7883341925,,53460.0,Black
1442,5.7179110988,,48045.0,Hispanic
22699,90.007534002,,75059.0,White
45,0.6810958075,,,AIAN
32,0.4843347964,,,Asian
69,1.0443469048,,,Black
304,4.6011805661,,36176.0,Hispanic
6072,91.902527622,,57833.0,White
1810,0.3661884636,,27174.0,AIAN
25578,5.1747892393,80.377985069,76049.0,Asian
35304,7.1424958677,70.99999033,37945.0,Black
43481,8.7968180043,81.558538286,50834.0,Hispanic
377746,76.423330049,78.775913401,74140.0,White
767,0.8218326762,,65521.0,AIAN
937,1.0039859421,,,Asian
1587,1.7004543117,78.968996494,46590.0,Black
7808,8.3661923538,108.29741709,45000.0,Hispanic
80840,86.619235385,76.436243616,60941.0,White
86,0.4678744356,,,AIAN
379,2.0619117567,,,Asian
283,1.539633317,,,Black
623,3.3893694576,,79625.0,Hispanic
16779,91.284478538,,54018.0,White
15,0.3124349094,,,AIAN
36,0.7498437825,,,Asian
31,0.6456988127,,,Black
127,2.6452822329,,26354.0,Hispanic
4553,94.834409498,,56078.0,White
22,0.2290950745,,,AIAN
52,0.5414974487,,,Asian
39,0.4061230865,,,Black
389,4.0508174529,,37321.0,Hispanic
8990,93.616578153,,58630.0,White
656,0.3787179013,,,AIAN
5276,3.0459079993,88.29338909,77132.0,Asian
13269,7.6603777942,71.93954452,31652.0,Black
12523,7.2297016442,84.717915512,52813.0,Hispanic
136787,78.969032884,78.831420345,67714.0,White
67,0.5861767279,,,AIAN
73,0.6386701662,,,Asian
98,0.8573928259,,,Black
402,3.5170603675,,44196.0,Hispanic
10685,93.482064742,,61181.0,White
230,0.6563365009,,68529.0,AIAN
312,0.8903347316,,,Asian
193,0.5507519333,,,Black
4008,11.437376937,,42917.0,Hispanic
30241,86.296835317,,75761.0,White
273,0.2778993658,,,AIAN
7956,8.0987815182,94.778454515,38267.0,Asian
2804,2.8543216914,,31579.0,Black
3810,3.8783757647,83.448990875,60066.0,Hispanic
81918,83.388132781,81.885035196,61943.0,White
1445,8.600678531,,44200.0,AIAN
87,0.5178263199,,,Asian
149,0.8868519731,,,Black
1932,11.499315517,,47250.0,Hispanic
13215,78.656032379,,57000.0,White
22,0.36112935,,,AIAN
26,0.4267892318,,,Asian
24,0.3939592909,,,Black
510,8.3716349311,,41607.0,Hispanic
5464,89.691398555,,60740.0,White
61,0.5017685284,,,AIAN
94,0.7732170766,,,Asian
167,1.373694168,,,Black
374,3.0764168792,,73958.0,Hispanic
11374,93.559266266,,49167.0,White
14,0.1980478144,,,AIAN
41,0.5799971707,,,Asian
15,0.2121940869,,,Black
119,1.6834064224,,,Hispanic
6801,96.208798981,,,White
322,0.9203944548,,,AIAN
676,1.9322566814,,,Asian
1362,3.8930970416,,27167.0,Black
4029,11.516364156,,49665.0,Hispanic
27907,79.768472202,,47466.0,White
181,0.3463120635,,,AIAN
408,0.7806371377,,93929.0,Asian
469,0.897350043,,,Black
1663,3.1818616665,,50809.0,Hispanic
48863,93.490863867,,81330.0,White
80,0.3637686431,,,AIAN
140,0.6365951255,,53289.0,Asian
229,1.041287741,,26042.0,Black
1559,7.0889414332,,47333.0,Hispanic
19740,89.759912696,,64258.0,White
17,0.2650038971,,,AIAN
36,0.5611847233,,,Asian
33,0.5144193297,,,Black
106,1.6523772408,,59063.0,Hispanic
6143,95.759937646,,47407.0,White
210,0.584404742,,,AIAN
424,1.1799410029,,,Asian
1608,4.4748705961,,22881.0,Black
2122,5.9052707742,86.560729429,43288.0,Hispanic
30854,85.862971002,76.632167865,52846.0,White
47,0.4573319062,,,AIAN
93,0.9049333463,,44536.0,Asian
146,1.420648049,,,Black
534,5.1960688917,,43611.0,Hispanic
9342,90.902014206,,52515.0,White
29,0.1460074514,,,AIAN
228,1.1479206525,,11226.0,Asian
166,0.8357667909,,,Black
472,2.3763971403,,26583.0,Hispanic
18848,94.89477394,,64018.0,White
3207,3.1094262057,59.484172931,33681.0,AIAN
3076,2.9824119141,76.62121233,52404.0,Asian
4929,4.7790339157,77.389820728,43796.0,Black
18559,17.994337683,89.305932216,49056.0,Hispanic
72092,69.898582482,76.175706234,62943.0,White
27,0.3668976763,,,AIAN
49,0.6658513385,,,Asian
59,0.8017393668,,,Black
237,3.2205462699,,,Hispanic
6922,94.061693165,,,White
77,0.6201675258,,,AIAN
76,0.6121134021,,,Asian
104,0.837628866,,,Black
1682,13.547036082,,33000.0,Hispanic
10376,83.569587629,,54715.0,White
133,1.0726671506,,,AIAN
126,1.0162109848,,,Asian
245,1.9759658037,,,Black
506,4.0809742721,,51364.0,Hispanic
11092,89.458827325,,50267.0,White
63,0.7925525223,,,AIAN
59,0.7422317273,,,Asian
56,0.704491131,,,Black
179,2.2518555793,,,Hispanic
7457,93.810542207,,,White
130,0.8117389947,,,AIAN
99,0.6181704652,,,Asian
733,4.5769591008,,60795.0,Black
523,3.2656884171,,61721.0,Hispanic
14106,88.07992507,,51850.0,White
59,1.353832033,,,AIAN
21,0.4818724185,,,Asian
37,0.8490133089,,,Black
218,5.0022946306,,46406.0,Hispanic
3957,90.798531436,,49541.0,White
292,1.1380466131,,45302.0,AIAN
81,0.3156910125,,,Asian
362,1.4108660067,,39318.0,Black
4000,15.589679632,82.160587509,40989.0,Hispanic
20678,80.590848858,77.278692932,50705.0,White
141,0.9767925182,,73750.0,AIAN
166,1.149982681,,,Asian
417,2.8888119155,,,Black
435,3.0135088327,,34441.0,Hispanic
12909,89.428472463,,48204.0,White
906,9.5549462139,,44875.0,AIAN
74,0.7804260704,,,Asian
138,1.4553891584,,33583.0,Black
531,5.6000843704,,35913.0,Hispanic
7773,81.976376292,,53245.0,White
696,1.0389300215,,64375.0,AIAN
985,1.4703248149,,,Asian
1388,2.0718891808,69.192102784,68676.0,Black
3531,5.2707786004,81.066334632,57917.0,Hispanic
58891,87.907511345,77.07250058,67204.0,White
22,0.8507347254,,,AIAN
8,0.309358082,,,Asian
41,1.5854601701,,,Black
140,5.4137664346,,,Hispanic
2329,90.061871616,,,White
178,5.5108359133,,60833.0,AIAN
8,0.2476780186,,,Asian
37,1.1455108359,,,Black
149,4.613003096,,,Hispanic
2714,84.024767802,,41302.0,White
902,4.5831004522,,37639.0,AIAN
100,0.508104263,,,Asian
162,0.8231289061,,,Black
614,3.1197601748,,41528.0,Hispanic
17107,86.921396271,,41408.0,White
15,0.5769230769,,,AIAN
30,1.1538461538,,,Asian
10,0.3846153846,,,Black
185,7.1153846154,,33672.0,Hispanic
2342,90.076923077,,44655.0,White
32,1.6301579215,,,AIAN
29,1.4773306164,,,Asian
6,0.3056546103,,,Black
222,11.309220581,,73125.0,Hispanic
1633,83.188996434,,54167.0,White
50,0.6230529595,,36304.0,AIAN
44,0.5482866044,,,Asian
76,0.9470404984,,,Black
245,3.0529595016,,,Hispanic
7470,93.08411215,,51088.0,White
59,0.6827123351,,,AIAN
85,0.9835686184,,,Asian
98,1.13399676,,,Black
320,3.7028465633,,30536.0,Hispanic
7959,92.096736866,,49651.0,White
92,1.1277273842,,76719.0,AIAN
73,0.8948271635,,,Asian
65,0.7967639127,,,Black
273,3.3464084334,,,Hispanic
7559,92.657514097,,60466.0,White
19,1.124260355,,,AIAN
7,0.4142011834,,,Asian
7,0.4142011834,,,Black
134,7.9289940828,,40357.0,Hispanic
1505,89.053254438,,53472.0,White
804,2.3218204921,,43333.0,AIAN
707,2.0417003581,,65357.0,Asian
905,2.6134919718,,33486.0,Black
3951,11.409841747,86.914424609,43591.0,Hispanic
27292,78.814831928,75.298244685,52353.0,White
468,1.2083656081,,,AIAN
724,1.8693519236,,16467.0,Asian
809,2.0888200361,,18462.0,Black
2473,6.385231087,82.356993851,36218.0,Hispanic
33209,85.744900594,74.435089181,44457.0,White
18,0.6484149856,,,AIAN
7,0.2521613833,,,Asian
31,1.1167146974,,,Black
91,3.2780979827,,,Hispanic
2589,93.263688761,,,White
204,1.1168290814,,,AIAN
122,0.6679075879,,,Asian
188,1.0292346436,,,Black
964,5.2775648746,,62875.0,Hispanic
16461,90.118252491,,54930.0,White
102,1.3607257204,,24000.0,AIAN
41,0.5469583778,,,Asian
236,3.1483457844,,30438.0,Black
201,2.6814300961,,,Hispanic
6775,90.38153682,,52683.0,White
3223,2.6303762344,72.909297903,39680.0,AIAN
5886,4.8037215376,96.312531279,42543.0,Asian
5342,4.359748633,75.150448214,43499.0,Black
8095,6.6065453358,84.56484961,40634.0,Hispanic
95890,78.258385701,80.497640254,65976.0,White
73,2.6545454545,,,AIAN
6,0.2181818182,,,Asian
28,1.0181818182,,,Black
566,20.581818182,,51000.0,Hispanic
2068,75.2,,49837.0,White
53,2.1140805744,,74063.0,AIAN
13,0.5185480654,,,Asian
4,0.1595532509,,,Black
106,4.2281611488,,,Hispanic
2247,89.629038692,,41859.0,White
134,0.4673712113,,,AIAN
424,1.4788462209,,,Asian
347,1.2102821666,,16143.0,Black
1829,6.3792682501,,25789.0,Hispanic
25490,88.905165498,,58380.0,White
58,0.9612197547,,,AIAN
39,0.6463374213,,,Asian
330,5.4690089493,,,Black
383,6.3473649321,,60313.0,Hispanic
5155,85.43254889,,55815.0,White
457,1.2723779826,,110538.0,AIAN
1511,4.2069215135,,64784.0,Asian
1360,3.7865077818,,49576.0,Black
18276,50.883982515,79.416948338,50582.0,Hispanic
14326,39.886404767,74.986196083,72312.0,White
629,1.9006466429,,,AIAN
485,1.4655224512,,78056.0,Asian
803,2.4264217079,,,Black
18568,56.106847163,79.741790576,50325.0,Hispanic
12779,38.614250317,75.358117903,63106.0,White
247,0.9609773178,,,AIAN
143,0.5563552893,,,Asian
321,1.2488814535,,71161.0,Black
1184,4.6064661713,,42673.0,Hispanic
23251,90.460257557,,57206.0,White
456,1.4153578745,,,AIAN
1079,3.3490595319,,44583.0,Asian
5306,16.469054566,71.827843588,42719.0,Black
5464,16.959463654,76.853347234,52625.0,Hispanic
18104,56.192190701,74.409230205,56913.0,White
3,0.1144601297,,,AIAN
26,0.9919877909,,,Asian
12,0.4578405189,,,Black
100,3.8153376574,,,Hispanic
2452,93.552079359,,,White
24,1.004604437,,,AIAN
43,1.799916283,,,Asian
83,3.4742570113,,9175.0,Black
101,4.2277103391,,,Hispanic
2087,87.358727501,,43304.0,White
212,2.9956196128,,,AIAN
52,0.734774622,,,Asian
36,0.5086901229,,,Black
3466,48.975554614,74.787945993,46477.0,Hispanic
3420,48.325561679,79.149682177,91815.0,White
40,0.6718172657,,,AIAN
39,0.6550218341,,,Asian
44,0.7389989923,,,Black
979,16.442727578,,65521.0,Hispanic
4824,81.021162244,,71677.0,White
10,0.8361204013,,,AIAN
5,0.4180602007,,,Asian
3,0.2508361204,,,Black
250,20.903010033,,47750.0,Hispanic
922,77.090301003,,60417.0,White
98,1.670074983,,,AIAN
23,0.3919563736,,,Asian
32,0.5453306067,,,Black
238,4.0558963872,,37813.0,Hispanic
5369,91.496250852,,44113.0,White
59,2.4329896907,,,AIAN
6,0.2474226804,,,Asian
17,0.7010309278,,,Black
893,36.824742268,,42434.0,Hispanic
1444,59.546391753,,50517.0,White
90,1.6866566717,,58125.0,AIAN
29,0.5434782609,,,Asian
35,0.655922039,,,Black
346,6.4842578711,,,Hispanic
4765,89.29910045,,49725.0,White
340,0.9915138083,,,AIAN
381,1.1110787087,,,Asian
547,1.5951707445,,,Black
4297,12.530984807,78.615095055,43331.0,Hispanic
28073,81.866962177,78.095479403,61254.0,White
59,1.5039510579,,,AIAN
30,0.7647208769,,,Asian
17,0.4333418302,,,Black
1247,31.786897782,,42280.0,Hispanic
2560,65.256181494,,57535.0,White
5,0.2810567735,,,AIAN
67,3.7661607645,,,Asian
28,1.5739179314,,,Black
132,7.4198988196,,51250.0,Hispanic
1527,85.834738617,,61094.0,White
1208,9.1716650216,,35714.0,AIAN
71,0.5390630932,,,Asian
110,0.8351681725,,,Black
694,5.2691519247,,30995.0,Hispanic
10882,82.620909574,,61150.0,White
192,1.0088272383,,,AIAN
57,0.2994955864,,,Asian
126,0.6620428752,,,Black
583,3.0632618747,,78295.0,Hispanic
17740,93.211433375,,67332.0,White
20,0.7059654077,,26136.0,AIAN
14,0.4941757854,,,Asian
10,0.3529827038,,,Black
73,2.5767737381,,23700.0,Hispanic
2689,94.917049065,,40238.0,White
2498,0.4113830243,72.979790282,61885.0,AIAN
32971,5.4298277395,86.81116486,97654.0,Asian
29085,4.789861994,76.419407282,60835.0,Black
