population,percentage,life expectancy,income,group
330,2.4121043783,,,Hispanic
9586,70.067977487,71.961055001,48923.0,White
556,0.6578713838,,44368.0,AIAN
560,0.6626042714,,,Asian
1069,1.2648642253,,49306.0,Black
3835,4.5376560374,97.7196318,50909.0,Hispanic
77490,91.687866059,73.735708151,48135.0,White
430,0.8782859127,,43409.0,AIAN
706,1.4420229171,,,Asian
9995,20.415041157,73.39761082,30653.0,Black
3396,6.936416185,88.629111039,52903.0,Hispanic
33271,67.956861864,74.528955151,50365.0,White
112,0.3102664968,,,AIAN
193,0.5346556596,,,Asian
25415,70.405562635,69.936100578,27270.0,Black
431,1.1939719652,,83438.0,Hispanic
9646,26.721702033,73.682436546,55590.0,White
1472,2.0542019035,,54423.0,AIAN
371,0.5177370287,,60625.0,Asian
1030,1.4373831254,,37292.0,Black
10937,15.262775964,86.84890646,26922.0,Hispanic
57019,79.571017891,72.868771741,44040.0,White
421,0.5124272743,,,AIAN
649,0.7899413326,,55208.0,Asian
17222,20.962048735,72.075546268,41453.0,Black
2485,3.0246598018,,34344.0,Hispanic
60083,73.131040191,75.760486844,69649.0,White
1375,3.7898624624,,31911.0,AIAN
111,0.3059452606,,,Asian
11324,31.211929109,70.619905552,24943.0,Black
940,2.5908877925,,70074.0,Hispanic
21804,60.097571732,72.662348288,41501.0,White
736,0.7189536099,,,AIAN
881,0.8605952858,,42240.0,Asian
16021,15.649939924,70.327933759,30601.0,Black
4427,4.32446689,87.124917537,30500.0,Hispanic
78953,77.124380928,72.623922884,49446.0,White
83,0.5110522751,,,AIAN
85,0.5233667878,,,Asian
1890,11.637214457,67.573331253,29832.0,Black
333,2.0503663568,,,Hispanic
13641,83.991133551,73.658261784,46250.0,White
550,1.7456438252,,68382.0,AIAN
121,0.3840416415,,,Asian
1205,3.8245469261,,33929.0,Black
5797,18.399085917,90.117400616,39722.0,Hispanic
23812,75.576855937,72.747996637,43013.0,White
304,1.1510355534,,,AIAN
105,0.3975616221,,,Asian
2405,9.1060542956,70.513502678,27634.0,Black
1144,4.3315285298,,,Hispanic
21966,83.169891333,72.293626578,42308.0,White
38,0.4755944931,,,AIAN
19,0.2377972466,,,Asian
6363,79.637046308,,21319.0,Black
141,1.7647058824,,,Hispanic
1378,17.246558198,,54279.0,White
45,0.3067484663,,,AIAN
47,0.3203817314,,,Asian
8452,57.614178596,70.358138004,22919.0,Black
223,1.5201090661,,,Hispanic
5803,39.556918882,75.618605546,54879.0,White
80,0.4644951518,,,AIAN
84,0.4877199094,,,Asian
4326,25.117575335,72.503728446,27799.0,Black
464,2.6940718806,,43681.0,Hispanic
12028,69.836846078,76.316884227,60095.0,White
601,0.5638956652,,78281.0,AIAN
1202,1.1277913305,,82409.0,Asian
29243,27.437605555,71.838210742,30758.0,Black
3713,3.4837680616,87.646094792,40353.0,Hispanic
69870,65.556389567,76.756340865,57999.0,White
837,1.6226590671,,33235.0,AIAN
299,0.5796595712,,31250.0,Asian
1683,3.2627660812,73.720294524,34722.0,Black
1606,3.1134892017,,,Hispanic
45944,89.069830561,72.853875508,43307.0,White
1840,0.2807694303,,37235.0,AIAN
12005,1.8318679407,83.653976665,70618.0,Asian
284178,43.363312591,71.727464394,39286.0,Black
26824,4.0931299993,96.579589715,41778.0,Hispanic
322562,49.220407055,75.807459239,73945.0,White
48,0.3487358326,,,AIAN
15,0.1089799477,,,Asian
1401,10.178727114,,,Black
275,1.9979657076,,,Hispanic
11818,85.86166812,,,White
420,0.4498329192,,,AIAN
853,0.9135892383,,,Asian
9192,9.844914746,71.296147665,27944.0,Black
2765,2.9614000514,96.96696388,45674.0,Hispanic
78714,84.305115243,76.312440292,52170.0,White
1905,5.797851295,,66550.0,AIAN
87,0.2647837599,,,Asian
3451,10.503089144,68.894449693,32630.0,Black
805,2.4500106522,,,Hispanic
25102,76.397723468,72.360525859,49580.0,White
616,0.3692359334,,,AIAN
6955,4.168889475,89.596584641,57083.0,Asian
37767,22.637879051,74.140063491,34786.0,Black
6296,3.7738789554,107.72561109,40565.0,Hispanic
112727,67.569576398,78.59772608,62077.0,White
854,0.8353875651,,,AIAN
1837,1.7969636499,82.244483251,94727.0,Asian
13883,13.580428063,77.084235193,46962.0,Black
6338,6.199866964,,52721.0,Hispanic
77343,75.65735415,76.734493379,67599.0,White
34,0.3526605124,,,AIAN
45,0.4667565605,,,Asian
6958,72.170936625,68.480945482,24684.0,Black
195,2.0226117623,,,Hispanic
2368,24.561767452,73.887348422,66250.0,White
50,0.2794076558,,,AIAN
93,0.5196982397,,,Asian
14184,79.262363789,70.481808527,31301.0,Black
385,2.1514389494,,,Hispanic
2972,16.607991059,72.596248384,51685.0,White
2954,0.7784890355,,83113.0,AIAN
10109,2.6640980569,86.91493491,81515.0,Asian
92436,24.360329211,75.208922296,42114.0,Black
19911,5.2472901782,85.636038998,42285.0,Hispanic
244492,64.432749247,77.474171126,78919.0,White
47,0.250894144,,,AIAN
64,0.3416430897,,,Asian
9626,51.385255965,69.521405475,23429.0,Black
527,2.813217317,,,Hispanic
8301,44.312176373,74.204018849,61763.0,White
135,0.4544995455,,35662.0,AIAN
102,0.3433996566,,,Asian
1135,3.8211628455,,23906.0,Black
763,2.5687640979,,47670.0,Hispanic
27230,91.674241659,,42021.0,White
1094,1.1279513352,,,AIAN
757,0.7804928343,,,Asian
2484,2.561088772,74.824859265,42074.0,Black
14517,14.967522425,104.84520894,40813.0,Hispanic
77204,79.599958759,73.491412854,51658.0,White
3801,0.9209722909,76.817779161,54741.0,AIAN
8704,2.1089562799,83.727940333,58674.0,Asian
149218,36.155128466,71.872572204,34391.0,Black
12367,2.9964915341,96.020055047,44067.0,Hispanic
232275,56.279620853,75.515939756,60837.0,White
262,1.2806100005,,41324.0,AIAN
90,0.4399041986,,,Asian
8397,41.043061733,69.699173382,21242.0,Black
340,1.661860306,,,Hispanic
11035,53.937142578,76.584809069,50230.0,White
717,0.3191787713,,,AIAN
7568,3.3689608661,92.180839538,81019.0,Asian
133669,59.503915171,73.188007864,40315.0,Black
8340,3.7126233646,99.986160664,37737.0,Hispanic
71670,31.904522367,77.882272394,71887.0,White
1332,1.1110833062,,78913.0,AIAN
821,0.6848343802,,,Asian
15279,12.744926303,71.308839067,32244.0,Black
10461,8.7260078577,86.10175238,44613.0,Hispanic
89824,74.92638656,74.300958954,56484.0,White
32,0.3683665247,,,AIAN
54,0.6216185104,,,Asian
5818,66.973638771,69.610524388,22320.0,Black
148,1.7036951767,,,Hispanic
2565,29.526879245,73.503916174,31364.0,White
56,0.282928308,,,AIAN
71,0.3587126762,,,Asian
7855,39.685747486,72.427901772,25029.0,Black
1061,5.3604809781,,63889.0,Hispanic
10555,53.326933764,74.986364563,63202.0,White
228,0.6916216708,,135192.0,AIAN
621,1.8837590244,,,Asian
12452,37.772250197,71.13107408,28952.0,Black
806,2.4449432749,,,Hispanic
18351,55.666444215,75.614494282,51961.0,White
113,0.4930191972,,,AIAN
109,0.4755671902,,,Asian
4318,18.839441536,71.394506299,32835.0,Black
680,2.9668411867,,15060.0,Hispanic
17359,75.737347295,74.141912047,50995.0,White
393,0.6748287171,,,AIAN
520,0.8929031372,,,Asian
26148,44.899290829,74.10815241,34950.0,Black
3443,5.912049041,80.237484525,38190.0,Hispanic
26412,45.352610883,72.083466104,50566.0,White
383,0.4220897299,,62857.0,AIAN
861,0.9488753458,,50430.0,Asian
8843,9.7455338939,74.242203154,40677.0,Black
2275,2.5071909543,,54044.0,Hispanic
77080,84.946935717,74.530510489,65133.0,White
899,0.4060010477,,114292.0,AIAN
5196,2.3465867009,93.236954677,57099.0,Asian
29940,13.521325216,78.1903011,63119.0,Black
12933,5.8407247503,100.38394485,64317.0,Hispanic
169758,76.665101071,80.154371083,82708.0,White
22,0.1799591002,,,AIAN
214,1.7505112474,,,Asian
8610,70.429447853,70.317628052,24547.0,Black
164,1.3415132924,,46990.0,Hispanic
3106,25.406952965,74.37213362,33844.0,White
341,0.4263299369,,13333.0,AIAN
479,0.5988622867,,,Asian
26289,32.86741264,71.819518072,31294.0,Black
2004,2.5054697756,,,Hispanic
49631,62.050384447,73.044309359,54353.0,White
181,0.4510004236,,,AIAN
251,0.6254204769,,47344.0,Asian
10701,26.663842723,70.515958214,25986.0,Black
1015,2.5290907732,,,Hispanic
27531,68.599406972,74.957843063,54184.0,White
727,0.3449453876,,46435.0,AIAN
3592,1.704324391,88.317837831,44125.0,Asian
68533,32.517389613,73.445281574,37014.0,Black
8482,4.0245210146,99.667739114,45951.0,Hispanic
127088,60.300439366,76.953582125,67409.0,White
352,0.5574648021,,36370.0,AIAN
346,0.5479625612,,,Asian
3798,6.0149185183,69.136087179,31389.0,Black
1796,2.8443374563,,26754.0,Hispanic
55962,88.627401295,69.408383214,48497.0,White
1245,7.7929394091,,,AIAN
128,0.8012018027,,,Asian
3697,23.140961442,75.152132639,17188.0,Black
262,1.6399599399,,,Hispanic
10440,65.348022033,75.74724242,50774.0,White
24,0.2351557907,,,AIAN
23,0.2253576328,,,Asian
7129,69.851067999,68.113643708,26750.0,Black
160,1.5677052714,,,Hispanic
2756,27.0037233,72.735500484,54306.0,White
201,0.8550280755,,21917.0,AIAN
85,0.3615790369,,,Asian
208,0.8848051727,,,Black
787,3.3477964948,,28319.0,Hispanic
21939,93.325676365,,42331.0,White
659,19.376653925,,49868.0,AIAN
1494,43.928256395,,107941.0,Asian
301,8.8503381358,,,Black
506,14.877977066,,119183.0,Hispanic
324,9.5266098206,,81250.0,White
687,12.095070423,,59375.0,AIAN
2304,40.563380282,,84740.0,Asian
368,6.4788732394,,42344.0,Black
779,13.714788732,,88571.0,Hispanic
1293,22.764084507,,123056.0,White
26200,9.1258990926,65.2616769,57331.0,AIAN
28867,10.05485989,84.120629876,74538.0,Asian
15004,5.226144656,75.477494921,64222.0,Black
27380,9.5369128686,82.893324638,66579.0,Hispanic
161820,56.364617984,80.294196204,94971.0,White
15489,84.010413842,68.994381355,43224.0,AIAN
211,1.1444378153,,,Asian
175,0.9491782828,,95288.0,Black
393,2.1315832294,,,Hispanic
1675,9.0849921354,97.997615255,116923.0,White
263,33.375634518,,51875.0,AIAN
20,2.538071066,,,Asian
5,0.6345177665,,,Black
66,8.3756345178,,91250.0,Hispanic
314,39.847715736,,98333.0,White
109,5.2378664104,,90625.0,AIAN
117,5.6222969726,,,Asian
67,3.2196059587,,,Black
84,4.0365209034,,,Hispanic
1624,78.039404133,,76136.0,White
3527,72.97744672,,49231.0,AIAN
50,1.0345541072,,,Asian
34,0.7034967929,,62188.0,Black
149,3.0829712394,,76786.0,Hispanic
681,14.09062694,,89375.0,White
7876,8.2341010549,69.452155705,65176.0,AIAN
3308,3.4584060804,87.697395424,63896.0,Asian
4479,4.682648378,79.525085229,61335.0,Black
7755,8.1075995024,91.494306448,75646.0,Hispanic
66113,69.118984642,81.183014903,80648.0,White
284,10.864575363,,,AIAN
25,0.9563886764,,,Asian
14,0.5355776588,,,Black
94,3.5960214231,,,Hispanic
2030,77.65876052,,,White
796,37.17888837,,40114.0,AIAN
18,0.8407286315,,,Asian
51,2.3820644559,,,Black
128,5.9785147128,,67857.0,Hispanic
992,46.333489024,,75179.0,White
3815,11.978398066,71.240413196,53750.0,AIAN
2270,7.1273823354,89.627706589,74939.0,Asian
393,1.2339476907,,,Black
2220,6.9703915351,84.845022641,39819.0,Hispanic
20302,63.74454457,82.122524236,93935.0,White
4839,8.1445450567,74.750302727,54967.0,AIAN
1112,1.8716127512,,60950.0,Asian
437,0.7355168815,,21722.0,Black
2610,4.3929040294,86.936318883,59363.0,Hispanic
47243,79.514929141,79.280380088,71623.0,White
1918,13.952135011,71.405954915,40788.0,AIAN
1140,8.2927184113,,74375.0,Asian
121,0.8801920419,,59722.0,Black
768,5.586673456,,49000.0,Hispanic
8686,63.184694843,80.811256513,81677.0,White
1671,12.861761084,69.996295831,43681.0,AIAN
3082,23.72229064,93.085769474,87292.0,Asian
113,0.8697660099,,,Black
1167,8.9824507389,,57453.0,Hispanic
6216,47.844827586,79.678942796,93235.0,White
7697,92.423150817,,,AIAN
36,0.4322766571,,,Asian
24,0.288184438,,,Black
136,1.6330451489,,,Hispanic
240,2.8818443804,,,White
916,61.352980576,,38472.0,AIAN
42,2.8131279303,,,Asian
16,1.071667783,,,Black
43,2.8801071668,,,Hispanic
330,22.103148024,,87917.0,White
7656,6.9465489552,73.347944939,56544.0,AIAN
1851,1.679475198,80.304441014,55603.0,Asian
1293,1.1731828369,79.574121694,101742.0,Black
6069,5.506609928,80.896747403,64500.0,Hispanic
85984,78.016204985,79.477035134,76951.0,White
7513,75.819961651,,51058.0,AIAN
174,1.7559794127,,48438.0,Asian
63,0.6357856494,,,Black
197,1.9880916339,,,Hispanic
1382,13.946916944,,105114.0,White
5090,54.766516032,,64083.0,AIAN
545,5.8639982785,,88281.0,Asian
153,1.6462233699,,167600.0,Black
386,4.1532171293,,,Hispanic
2623,28.222509146,,,White
6086,79.618001047,,51938.0,AIAN
89,1.1643118786,,,Asian
86,1.1250654108,,79271.0,Black
200,2.6164311879,,,Hispanic
781,10.217163789,,135313.0,White
378,11.468446602,,34348.0,AIAN
177,5.3701456311,,44018.0,Asian
60,1.8203883495,,24107.0,Black
189,5.734223301,,69347.0,Hispanic
2263,68.658980583,,78375.0,White
2609,42.443468359,70.523278887,46705.0,AIAN
91,1.4803969416,,69167.0,Asian
32,0.5205791443,,,Black
246,4.0019521718,,49719.0,Hispanic
2734,44.476980641,90.776475599,57262.0,White
1339,15.930993456,,38934.0,AIAN
661,7.8643664485,,90893.0,Asian
65,0.7733491969,,,Black
614,7.3051754908,,81250.0,Hispanic
5162,61.415823914,,86111.0,White
65,5.5131467345,,,AIAN
32,2.7141645462,,,Asian
17,1.4418999152,,,Black
76,6.4461407973,,97917.0,Hispanic
941,79.813401187,,70208.0,White
843,12.117291936,,30000.0,AIAN
174,2.5010780509,,,Asian
112,1.6098893201,,21618.0,Black
514,7.3882420584,,59821.0,Hispanic
4998,71.84131091,,75583.0,White
1306,13.973892574,,,AIAN
510,5.4568799486,,,Asian
65,0.6954846993,,,Black
527,5.6387759469,,,Hispanic
6347,67.911405949,,,White
420,16.733067729,,50114.0,AIAN
82,3.2669322709,,121250.0,Asian
16,0.6374501992,,,Black
86,3.4262948207,,,Hispanic
1647,65.61752988,,63468.0,White
245,38.461538462,,49125.0,AIAN
43,6.7503924647,,110417.0,Asian
15,2.3547880691,,,Black
30,4.7095761381,,54750.0,Hispanic
201,31.554160126,,87500.0,White
3516,69.253496159,,34258.0,AIAN
32,0.6302934804,,,Asian
42,0.827260193,,,Black
144,2.8363206618,,63750.0,Hispanic
1087,21.410281662,,63571.0,White
53801,74.853565217,67.980326552,25319.0,AIAN
311,0.4326956522,,51711.0,Asian
339,0.4716521739,,,Black
4900,6.8173913043,79.488184738,43654.0,Hispanic
13014,18.106434783,76.211235673,59371.0,White
2339,1.8352295018,,53148.0,AIAN
2894,2.27069439,86.475033225,67250.0,Asian
5006,3.9278148293,84.19019557,54850.0,Black
45295,35.539427226,79.259797276,43008.0,Hispanic
69822,54.783836799,77.769372903,54193.0,White
38902,27.303289561,69.60103634,43492.0,AIAN
2976,2.0886995459,90.658646631,60250.0,Asian
1832,1.2857854732,82.729578248,45011.0,Black
20819,14.611772798,80.181366305,54243.0,Hispanic
76966,54.018430528,81.759882506,65995.0,White
9779,18.008213174,59.547418784,35818.0,AIAN
483,0.8894536213,,50450.0,Asian
314,0.5782369298,,12571.0,Black
10401,19.153637921,78.129290508,50027.0,Hispanic
33528,61.742445169,75.216429273,48118.0,White
5147,13.126418607,72.967135836,34359.0,AIAN
312,0.7956950856,,79308.0,Asian
573,1.4613246283,,15776.0,Black
13154,33.546708832,77.505795059,49534.0,Hispanic
20012,51.036698886,78.348964727,60485.0,White
412,4.4106626699,,74583.0,AIAN
97,1.038432716,,,Asian
152,1.6272347714,,68702.0,Black
4510,48.281768547,81.489159458,65542.0,Hispanic
4191,44.866716626,77.502198765,66992.0,White
3895,18.133147114,61.293851224,31977.0,AIAN
208,0.9683426443,,,Asian
181,0.8426443203,,60000.0,Black
6022,28.03538175,85.850426522,38199.0,Hispanic
12212,56.852886406,76.650673651,34449.0,White
131225,2.8657496996,72.860671964,52505.0,AIAN
218410,4.7697343637,86.097226656,88484.0,Asian
261307,5.7065380586,75.428199619,50006.0,Black
1443178,31.516760678,79.590155226,55169.0,Hispanic
2478171,54.119396447,80.143408247,74856.0,White
6524,3.0036002689,71.023169654,42618.0,AIAN
2878,1.325009438,85.839281142,90588.0,Asian
2430,1.1187536256,74.045558588,43165.0,Black
37301,17.173098349,80.261936142,53220.0,Hispanic
165937,76.39614007,75.181200005,46724.0,White
50563,45.100435279,65.541828939,32418.0,AIAN
709,0.632403311,,26845.0,Asian
885,0.7893891822,,43147.0,Black
13331,11.890787784,77.044601975,37832.0,Hispanic
46984,41.908091908,77.02371777,50813.0,White
46340,4.3668574929,69.674843465,40607.0,AIAN
35726,3.3666454638,87.453897742,60061.0,Asian
36924,3.47953919,74.652426894,44575.0,Black
403247,38.000047118,78.873947878,47472.0,Hispanic
539983,50.885386482,78.675295671,61329.0,White
31509,6.5530709526,72.349134081,38372.0,AIAN
9357,1.9460181187,87.422351999,73208.0,Asian
23184,4.8216825975,78.393245301,57808.0,Black
148976,30.983220611,81.644234128,56511.0,Hispanic
268361,55.812265509,82.62478721,63189.0,White
669,1.4292428645,,,AIAN
381,0.8139634251,,,Asian
211,0.4507776448,,,Black
38763,82.812767048,80.521715963,37000.0,Hispanic
7218,15.42044095,82.833411169,51999.0,White
5167,2.1508912441,71.900515085,49844.0,AIAN
3042,1.2663075604,84.754465284,67188.0,Asian
1820,0.7576199079,88.057910023,44808.0,Black
36007,14.988802211,81.554315141,51668.0,Hispanic
191767,79.82774554,77.958031889,53885.0,White
5172,2.3743940062,68.370965335,35300.0,AIAN
3379,1.5512523872,90.503109768,59069.0,Asian
4082,1.8739900103,75.243046452,49306.0,Black
141015,64.738045394,80.037340512,46700.0,Hispanic
65298,29.977412957,79.958490539,51107.0,White
66,0.3796812978,,,AIAN
124,0.7133406201,,,Asian
4349,25.018696428,69.301871375,26502.0,Black
652,3.7507910027,,43043.0,Hispanic
11873,68.302364379,74.240334237,58839.0,White
155,0.8014892187,,,AIAN
61,0.3154247893,,,Asian
4668,24.137752728,71.43956711,24509.0,Black
1163,6.0137545892,,,Hispanic
13185,68.178292569,74.197011978,52266.0,White
346,0.8190900052,,,AIAN
228,0.5397471711,,,Asian
201,0.4758297429,,,Black
1091,2.5827375598,,39224.0,Hispanic
39819,94.264002651,,43506.0,White
5428,1.8796706075,86.061944314,51683.0,AIAN
13414,4.6451550347,84.508283237,93663.0,Asian
5370,1.8595856968,,64052.0,Black
49845,17.26090299,84.414556859,60309.0,Hispanic
207552,71.873506618,78.82255008,72125.0,White
355,0.9435215947,,,AIAN
244,0.6485049834,,,Asian
170,0.4518272425,,,Black
1024,2.7215946844,,48958.0,Hispanic
35175,93.488372093,,46387.0,White
167,1.5696964,,,AIAN
50,0.469968982,,,Asian
2923,27.47438669,68.316866179,30574.0,Black
1680,15.790957797,,40469.0,Hispanic
5816,54.666791992,74.24670352,53878.0,White
37,0.7236456092,,,AIAN
12,0.2346958733,,,Asian
1074,21.005280657,,38393.0,Black
225,4.4005476237,,,Hispanic
3691,72.188539018,,53929.0,White
408,1.4429197906,,6644.0,AIAN
631,2.2315744801,,86274.0,Asian
155,0.5481680577,,,Black
4379,15.486631773,98.829250189,45204.0,Hispanic
21979,77.730230584,74.905392465,49087.0,White
55,0.5542120113,,,AIAN
78,0.7859733978,,140750.0,Asian
5275,53.153970173,70.057736534,24945.0,Black
608,6.1265618702,,,Hispanic
3843,38.724304716,73.966456723,50872.0,White
138,0.6243496358,,70795.0,AIAN
155,0.7012622721,,,Asian
5288,23.92435416,74.578680145,24071.0,Black
1087,4.9178844501,,48167.0,Hispanic
15063,68.149120029,75.528991264,46598.0,White
83,0.5773913043,,,AIAN
33,0.2295652174,,,Asian
122,0.8486956522,,,Black
345,2.4,,,Hispanic
13592,94.553043478,,,White
199,0.798074995,,46115.0,AIAN
118,0.473230399,,,Asian
112,0.4491678364,,,Black
621,2.4904752356,,37557.0,Hispanic
23541,94.409464608,,46344.0,White
45,0.5655397763,,,AIAN
14,0.1759457082,,,Asian
887,11.147417368,,21033.0,Black
227,2.8528339827,,,Hispanic
6681,83.963805454,,49660.0,White
134,0.5743431486,,,AIAN
208,0.8915177232,,,Asian
8195,35.124941066,68.792413153,25655.0,Black
683,2.9274356007,,40938.0,Hispanic
13838,59.31164545,76.721919106,46386.0,White
179,0.8508817797,,41453.0,AIAN
102,0.4848600086,,,Asian
2412,11.465513144,76.960777207,40340.0,Black
895,4.2544088986,,32321.0,Hispanic
17032,80.96211437,74.720508927,48677.0,White
601,0.5354358769,,,AIAN
1521,1.3550714954,,38542.0,Asian
19024,16.948639138,71.784395586,32258.0,Black
5988,5.3347587866,,39318.0,Hispanic
83349,74.256314312,76.382312858,54245.0,White
1680,2.6494661641,,30476.0,AIAN
1010,1.5928338249,,101196.0,Asian
944,1.4887476541,,23772.0,Black
5325,8.3978615023,,43370.0,Hispanic
52809,83.283130155,,50279.0,White
216,0.4536290323,,,AIAN
324,0.6804435484,,79500.0,Asian
26042,54.691700269,69.548306575,32010.0,Black
1417,2.975890457,,35806.0,Hispanic
19094,40.099966398,74.79100498,60386.0,White
77,0.4770164788,,,AIAN
122,0.755792343,,,Asian
3764,23.318052286,73.158060724,33575.0,Black
355,2.1992318176,,29030.0,Hispanic
11583,71.756907446,71.808425625,51250.0,White
48,0.7056748015,,,AIAN
23,0.3381358424,,,Asian
2789,41.002646281,72.997381326,32662.0,Black
267,3.9253160835,,,Hispanic
3557,52.293443105,74.055164259,37250.0,White
53,0.4770477048,,,AIAN
105,0.9450945095,,,Asian
5267,47.407740774,71.921546534,24748.0,Black
767,6.903690369,,,Hispanic
4792,43.132313231,71.105144508,47302.0,White
100,0.5562663403,,,AIAN
132,0.7342715692,,,Asian
4987,27.741002392,71.990997954,28860.0,Black
698,3.8827390555,,17438.0,Hispanic
11874,66.05106525,74.341487477,56594.0,White
859,0.6768096187,,66250.0,AIAN
1628,1.2827078688,103.79934048,63477.0,Asian
15509,12.21960463,73.551689405,36327.0,Black
5486,4.3224418724,83.689262215,33897.0,Hispanic
100936,79.527887865,76.479079488,57694.0,White
283,1.581270604,,11322.0,AIAN
184,1.028105269,,28947.0,Asian
154,0.86047941,,61250.0,Black
614,3.4307425826,,45104.0,Hispanic
16375,91.495781416,,38246.0,White
108,0.8723043373,,60889.0,AIAN
36,0.2907681124,,,Asian
87,0.702689605,,,Black
249,2.011146111,,,Hispanic
11675,94.29771424,,35495.0,White
809,0.8107105994,,15807.0,AIAN
844,0.8457846055,,61198.0,Asian
8575,8.5931315075,70.181726083,27934.0,Black
6108,6.1209151309,84.154066911,45652.0,Hispanic
81237,81.40877251,74.281150638,51266.0,White
92,0.4986720147,,,AIAN
78,0.4227871429,,,Asian
473,2.5638245975,,,Black
585,3.170903572,,95732.0,Hispanic
17016,92.232641336,,59596.0,White
237,0.5197710376,,32500.0,AIAN
207,0.4539772353,,,Asian
857,1.8795096169,,,Black
1385,3.037480536,,33869.0,Hispanic
42169,92.481961533,,51101.0,White
156,0.7340140215,,,AIAN
117,0.5505105162,,,Asian
6396,30.094574884,75.687416511,32238.0,Black
2853,13.423987202,82.954724079,46181.0,Hispanic
11372,53.507740084,74.170421433,56627.0,White
209,0.6185811111,,90909.0,AIAN
137,0.4054813982,,,Asian
3758,11.122621126,72.566067911,36207.0,Black
1218,3.60493681,,37401.0,Hispanic
