FIPS,State,Division,Life Expectancy,Life Expectancy (AIAN),Life Expectancy (Asian),Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),Population,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,% Female,Median Household Income,Household Income (AIAN),Household Income (AIAN) 95% CI - Low,Household Income (AIAN) 95% CI - High,Household Income (Asian),Household Income (Asian) 95% CI - Low,Household Income (Asian) 95% CI - High,Household Income (Black),Household Income (Black) 95% CI - Low,Household Income (Black) 95% CI - High,Household Income (Hispanic),Household Income (Hispanic) 95% CI - Low,Household Income (Hispanic) 95% CI - High,Household Income (White),Household Income (White) 95% CI - Low,Household Income (White) 95% CI - High
27000,Minnesota,,80.396039208,67.37471219,83.648889284,77.006666211,87.646849338,80.775885386,5657342,395983,6.9994531001,77485,1.3696361295,301058,5.3215449941,4650,0.0821940763,321686,5.6861685222,4444391,78.559701712,50.178122518,75489.0,37795.0,35719.425532,39870.574468,82473.0,78977.170213,85968.829787,40785.0,39641.170213,41928.829787,57081.0,55445.085106,58716.914894,76798.0,76440.553191,77155.446809
28000,Mississippi,,73.888293832,74.091271924,84.126737143,71.532793908,93.216843231,75.080979413,2966786,1112488,37.498087156,18606,0.6271433127,33071,1.1147079702,1946,0.0655928672,99990,3.3703138683,1669388,56.269242204,51.603688301,47368.0,34036.0,28073.787234,39998.212766,65594.0,59386.340426,71801.659574,31389.0,30784.914894,31993.085106,43456.0,40169.87234,46742.12766,58104.0,57343.829787,58864.170213
29000,Missouri,,76.635511863,95.965124174,86.609797843,71.063499747,87.112914187,77.171941042,6151548,710312,11.546882183,36508,0.5934766338,136920,2.225781218,10423,0.1694370263,276072,4.4878459861,4857072,78.956906457,50.943681168,58812.0,40537.0,35374.276596,45699.723404,74716.0,71439.404255,77992.595745,38456.0,37459.914894,39452.085106,50974.0,49537.06383,52410.93617,60757.0,60384.06383,61129.93617
30000,Montana,,78.3698402,65.19042672,90.78725048,78.130283808,83.041003215,79.319465764,1080577,5829,0.5394340246,71078,6.5777820553,10798,0.9992809397,944,0.0873607341,44960,4.1607400491,925921,85.687646507,49.647179238,57730.0,35859.0,32801.638298,38916.361702,54830.0,41605.659574,68054.340426,47177.0,37064.829787,57289.170213,48568.0,43211.06383,53924.93617,58291.0,57395.0,59187.0
31000,Nebraska,,79.015863998,69.669017601,86.518982074,73.903510171,84.343306917,79.1147195,1937552,95922,4.9506800334,30911,1.5953636341,53514,2.7619387764,2543,0.1312480904,225592,11.643145578,1507779,77.818763058,50.049701892,64735.0,44400.0,38926.297872,49873.702128,67853.0,63765.0,71941.0,37163.0,34152.106383,40173.893617,52259.0,50343.085106,54174.914894,66166.0,65484.468085,66847.531915
32000,Nevada,,78.109183613,76.827335577,84.275612107,73.899176124,83.96956557,76.936720254,3138259,296009,9.4322680187,53182,1.6946338718,282006,8.9860652037,26595,0.8474443951,924674,29.464553436,1487234,47.390416151,49.888138614,64608.0,44985.0,40727.808511,49242.191489,70521.0,68812.404255,72229.595745,42047.0,40745.893617,43348.106383,53893.0,52740.829787,55045.170213,68864.0,67945.361702,69782.638298
33000,New Hampshire,,79.589042901,,92.297565683,82.701167841,90.036643582,79.279239826,1366275,20607,1.508261514,4221,0.3089421968,41734,3.0545827158,733,0.0536495215,57467,4.206107848,1221827,89.427604252,50.449653254,81415.0,41800.0,22425.191489,61174.808511,79154.0,67584.638298,90723.361702,59261.0,51102.87234,67419.12766,63535.0,57755.085106,69314.914894,79050.0,78033.659574,80066.340426
34000,New Jersey,,79.488448616,97.861669489,88.69843133,74.39920659,82.682968616,79.325510478,8882371,1152893,12.979563677,60310,0.6789853745,908286,10.225715634,10958,0.1233679611,1874656,21.105355766,4803376,54.0776331,51.104845767,87095.0,59827.0,48780.702128,70873.297872,126232.0,124307.74468,128156.25532,55453.0,54366.361702,56539.638298,60352.0,59416.680851,61287.319149,96531.0,95996.021277,97065.978723
35000,New Mexico,,76.881751166,69.287289927,87.617818291,74.348824358,77.440115308,78.272095368,2106319,40514,1.9234503416,233214,11.072112059,39553,1.8778257235,3493,0.1658343299,1046092,49.664462031,767069,36.417513207,50.508018966,52285.0,36295.0,34862.829787,37727.170213,64462.0,57752.723404,71171.276596,42963.0,38565.212766,47360.787234,44648.0,43620.93617,45675.06383,60767.0,59810.234043,61723.765957
36000,New York,,80.260599953,93.377671274,87.624189881,77.097042992,82.227736103,80.420533582,19336776,2786323,14.409449641,196693,1.0171964551,1782587,9.2186360332,27911,0.1443415386,3738921,19.335803445,10641569,55.032798642,51.437111336,73354.0,44268.0,40274.12766,48261.87234,78925.0,77802.617021,80047.382979,51060.0,50454.723404,51665.276596,52643.0,51965.042553,53320.957447,81033.0,80688.659574,81377.340426
37000,North Carolina,,77.677784828,74.597804484,87.919429795,74.723617537,87.470513239,78.074495425,10600823,2259862,21.317797684,168343,1.5880182133,353258,3.3323639117,14988,0.1413852491,1052435,9.9278612613,6604606,62.302766493,51.394509653,59616.0,39857.0,38161.510638,41552.489362,89314.0,85874.170213,92753.829787,40767.0,40314.234043,41219.765957,45983.0,45106.06383,46859.93617,64050.0,63585.319149,64514.680851
38000,North Dakota,,78.768226897,65.052865987,86.75003962,92.884414653,84.288563047,79.604898391,765309,25354,3.3129102101,42873,5.6020509363,13090,1.7104202355,666,0.0870236728,33257,4.345564994,637699,83.325689362,48.803032501,64289.0,38129.0,35102.617021,41155.382979,55179.0,41349.382979,69008.617021,39280.0,34548.595745,44011.404255,46367.0,42511.340426,50222.659574,68823.0,67694.659574,69951.340426
39000,Ohio,,76.523935009,102.74818058,87.270626226,72.521070897,84.917498887,76.87689902,11693217,1488401,12.728755483,34561,0.295564514,304804,2.6066735955,7826,0.0669276898,488084,4.1740780146,9124042,78.028501481,50.974475202,60360.0,36855.0,32931.425532,40778.574468,78560.0,76458.212766,80661.787234,34778.0,34252.553191,35303.446809,47130.0,45790.765957,48469.234043,62843.0,62557.042553,63128.957447
40000,Oklahoma,,75.536413172,72.294064886,83.977143166,72.491230792,82.233244935,75.816634753,3980783,294232,7.3913096996,382154,9.599970659,96016,2.4119877924,9202,0.2311605531,452487,11.366783871,2564384,64.419085391,50.482580939,54512.0,46426.0,45242.851064,47609.148936,62051.0,58671.93617,65430.06383,36790.0,35575.87234,38004.12766,46473.0,45226.702128,47719.297872,58090.0,57457.319149,58722.680851
41000,Oregon,,79.701586341,78.349429939,85.664474447,76.656779399,85.346897918,79.353944719,4241507,83191,1.9613547732,78690,1.8552368297,208564,4.9172145655,20138,0.4747840803,579836,13.670518521,3166992,74.666669181,50.431273602,67832.0,48225.0,44378.87234,52071.12766,83125.0,79734.021277,86515.978723,44138.0,40624.297872,47651.702128,54797.0,53315.978723,56278.021277,67331.0,66794.829787,67867.170213
42000,Pennsylvania,,78.016446876,98.65520339,87.30235533,73.059934004,81.489820687,78.423624924,12783254,1391696,10.886868085,53447,0.4181016821,494543,3.8686785071,11182,0.0874738154,1032627,8.0779666899,9624260,75.288029167,50.974595357,64898.0,41937.0,37543.978723,46330.021277,80088.0,77683.574468,82492.425532,40370.0,39574.085106,41165.914894,45590.0,44111.361702,47068.638298,67994.0,67637.744681,68350.255319
44000,Rhode Island,,79.371068033,79.993881543,85.705691612,80.709242376,88.078015694,79.001744407,1057125,64891,6.1384415277,12029,1.1378975996,38958,3.6852784675,2218,0.209814355,176471,16.693484687,750093,70.955941823,51.312096488,73919.0,37809.0,26455.297872,49162.702128,82252.0,75446.212766,89057.787234,47723.0,44165.212766,51280.787234,43609.0,40778.021277,46439.978723,76742.0,75517.148936,77966.851064
45000,South Carolina,,76.436530468,89.008094131,88.984749687,73.388772563,86.392988716,77.125855448,5218040,1369111,26.238031905,29119,0.5580447831,98989,1.8970532997,5270,0.1009957762,320061,6.1337398717,3315355,63.536404474,51.640616017,57216.0,42052.0,37923.489362,46180.510638,74108.0,70359.574468,77856.425532,36271.0,35635.93617,36906.06383,45778.0,44372.042553,47183.957447,64102.0,63542.0,64662.0
46000,South Dakota,,78.194909463,63.153471576,82.536213357,85.582333828,88.254026673,79.698789844,892717,20466,2.2925518389,80052,8.9672314967,14971,1.6770152243,862,0.0965591559,39604,4.4363443286,724153,81.117868261,49.518268387,61149.0,27648.0,25838.12766,29457.87234,59375.0,46281.723404,72468.276596,47270.0,38931.957447,55608.042553,47788.0,43634.468085,51941.531915,63078.0,62023.531915,64132.468085
47000,Tennessee,,75.328808668,131.68748396,86.193597236,72.336345734,88.060711035,75.637532343,6886834,1147521,16.662533176,33827,0.4911836121,136836,1.9869217118,7165,0.1040390984,404410,5.8722193681,5050700,73.338489065,51.240003752,56962.0,52707.0,44777.638298,60636.361702,81886.0,78005.319149,85766.680851,40020.0,39257.446809,40782.553191,46503.0,45023.170213,47982.829787,59125.0,58693.680851,59556.319149
48000,Texas,,78.394108917,106.56378287,87.635625882,74.683924373,79.968495425,77.91933545,29360759,3586857,12.21649958,307285,1.0465839797,1584830,5.3977828025,45057,0.1534599293,11691857,39.821371784,11975667,40.788002109,50.338303584,66048.0,57973.0,55125.340426,60820.659574,91879.0,90506.404255,93251.595745,48293.0,47741.340426,48844.659574,51401.0,51079.297872,51722.702128,77821.0,77363.468085,78278.531915
49000,Utah,,79.717237614,72.750261255,82.344420235,76.372770083,82.239306592,79.652527156,3249879,38045,1.1706589691,50680,1.5594426746,87168,2.6821921678,36571,1.1253034344,471647,14.512755706,2522370,77.614274255,49.606123797,77785.0,49403.0,41999.085106,56806.914894,75343.0,72365.468085,78320.531915,44772.0,38706.12766,50837.87234,57417.0,55563.042553,59270.957447,77436.0,76747.319149,78124.680851
50000,Vermont,,79.67341457,93.821617409,90.772908598,93.1095841,97.063580537,79.509726608,623347,8225,1.3194897866,2465,0.3954458753,12528,2.0097955072,232,0.0372184353,13318,2.1365306964,575524,92.328029172,50.590602024,67717.0,35000.0,14003.574468,55996.425532,57756.0,46827.659574,68684.340426,37489.0,25981.595745,48996.404255,49349.0,40553.425532,58144.574468,64412.0,63495.744681,65328.255319
51000,Virginia,,79.066031582,91.651811657,88.807541169,75.60894207,87.371903778,79.144740133,8590563,1643711,19.133914739,48099,0.5599050959,610373,7.1051571358,10439,0.1215170647,855301,9.9562857522,5221698,60.784118573,50.788661931,79154.0,67730.0,60557.234043,74902.765957,108033.0,105996.74468,110069.25532,52929.0,52109.255319,53748.744681,70786.0,69412.212766,72159.787234,82250.0,81717.404255,82782.595745
53000,Washington,,80.214177339,73.41740952,86.528181759,77.54771711,83.950273514,79.911360608,7693612,310512,4.0359716606,149705,1.9458350642,757033,9.8397605702,61541,0.7998973694,1027545,13.355820387,5132984,66.717479384,49.911718969,80319.0,51261.0,49367.723404,53154.276596,102959.0,100956.10638,104961.89362,56196.0,53742.723404,58649.276596,59360.0,58380.595745,60339.404255,79746.0,79265.829787,80226.170213
54000,West Virginia,,74.262671324,146.76079333,88.957546225,71.817714418,100.04961714,74.160816305,1784787,63192,3.5405905579,4609,0.2582380979,15426,0.8643048162,538,0.030143653,31999,1.7928750041,1638111,91.781876493,50.454816177,49202.0,22557.0,11354.617021,33759.382979,55372.0,49478.893617,61265.106383,32803.0,29509.723404,36096.276596,53829.0,47971.638298,59686.361702,48644.0,47907.659574,49380.340426
55000,Wisconsin,,78.868516808,71.967357888,83.558075721,71.133396257,82.908433533,79.403055249,5832655,373222,6.3988355217,69974,1.199693793,183087,3.1389993065,3529,0.0605041786,425753,7.2994716814,4693630,80.471586267,50.216222286,64901.0,45003.0,42656.957447,47349.042553,72870.0,70338.085106,75401.914894,32857.0,31303.297872,34410.702128,48448.0,47087.319149,49808.680851,66579.0,66248.957447,66909.042553
56000,Wyoming,,78.083662403,65.421440869,84.256346015,80.359415442,80.010149233,78.285826311,582328,6028,1.035155445,16374,2.811817395,6394,1.0980066217,617,0.1059540328,60279,10.351382726,486788,83.593438749,49.016533637,67284.0,50458.0,44437.404255,56478.595745,69917.0,33488.404255,106345.59574,53354.0,28094.425532,78613.574468,56981.0,51740.829787,62221.170213,66731.0,65320.276596,68141.723404
